global_id	parent_global_id	id	parent_id	level	article	discussion	timestamp	day	author	parent_author	author_name	parent_author_name	date	text	thread
55	54	55	54	2	34194757	0	-1	-1	-1	2	-1	Ed Poor	-1	: ([[User:William M. Connolley|William M. Connolley]] 15:37, 15 Jul 2004 (UTC)) You really are having a bad day Ed. Slow down.   <LF>	Merge with global warming article
56	54	56	54	1	34194757	0	-1	-1	-1	2	-1	Ed Poor	-1	::If you can't stand the heat, get out of the kitchen of global warming ;-) -- Uncle Ed   <LF>	Merge with global warming article
57	54	57	54	1	34194757	0	18170206	1295	1	2	SEWilco	Ed Poor	5:46, 19 Jul 2004 (UTC)	: I think ''climate change'' is not supposed to be &quot;code&quot; for anthropogenic global warming.  As you said, this is supposed to be an article about climate change in general.  The [[global warming]] article is where the popular concept of possible human caused warming should have general coverage, as '''global warming''' is merely a type of event when viewed as part of '''climate change'''.	Merge with global warming article
58	2	58	2	-8	34194757	0	0	0	0	0	0	0	0	==This page is incoherent at best==	This page is incoherent at best
59	58	59	58	1	34194757	0	-1	-1	-1	0	-1	0	-1	This page is linked from at least the tropical cyclones page, and quite frankly coming here after reading that page shows just how much work this page needs (no offense to the authors).  There is no flow to the texts on the page and I can honestly say I learned nothing from this page.  I see a lot of guesses, sourceless facts (therefore they aren't facts in my book), etc., etc.   <LF>   Also every sentence doesn't need to be its own section.  There are several sections with 3 of less sentences in them.  Again this negatively impacts readability.  If you want to write short, to the point, sentences under appropriate headings, that's fine.. but you've got wishy wash prose, in a very structured format.  It just doesn't work.   <LF>	This page is incoherent at best
60	58	60	58	1	34194757	0	18345152	1416	-1	0	-1	0	17:32, Nov 17, 2004 (UTC)	: ([[User:William M. Connolley|William M. Connolley]] 19:21, 21 Sep 2004 (UTC)) If you learnt nothing from the page, you either know a lot about cl ch (in which case, do help improve it) or you didn't make much effort.   <LF>   : As a first step, how about listing the first three sourceless facts:   <LF>   : *   <LF>   : *   <LF>   : *   <LF>   Not only incoherent, but probably redundant, although Dr. C. wrote the following in an edit summary:   <LF>   :This article should not be merged with [[Global warming]]. The two are conceptually distinct.   <LF>   William, would you please explain some of the distinctions between the two concepts? I would like to modify the terminology section of the [[global warming]] page so that it no longer uses &quot;climate change&quot; as a synonym for &quot;global warming&quot;. [[User:Ed Poor|--user:Ed Poor]] [[user talk:Ed Poor|(talk)]]	This page is incoherent at best
61	58	61	58	1	34194757	0	-1	-1	-1	0	-1	0	-1	: ([[User:William M. Connolley|William M. Connolley]] 18:18, 17 Nov 2004 (UTC)) Ed, this is hopeless. Don't you even bother to read the pages you comment on. From the intro to GW:   <LF>   : ''Use of the term &quot;global warming&quot; generally implies a human influence — the more neutral term climate climate change is usually used for a change in climate with no presumption as to cause and no characterization of the kind of change involved. ''   <LF>   From the intro for cl ch:   <LF>   : ''The term climate change is used to refer to changes in the Earth's climate. Generally, this is taken to mean changes in the temperature, though 'climate' encompasses many other variables (precipitation, clouds, etc). 'Climate change' can be caused both by natural forces and by human activities; 'global warming' is usually used to mean changes with predominantly human causes.''   <LF>   The page also makes clear that cl ch is used for changes (eg ice ages) in the far past that would not be called global warming.   <LF>   Nor does the GW page use Cl Ch as a synonym for GW.   <LF>	This page is incoherent at best
62	2	62	2	-8	34194757	0	0	0	0	0	0	0	0	== terminology ==	 terminology 
63	62	63	62	0	34194757	0	-1	-1	-1	0	-1	0	-1	Someone should edit this page to note that the term has been pushed by [[Frank Luntz]] for Republicans.   <LF>	 terminology 
64	2	64	2	-8	34194757	0	0	0	0	0	0	0	0	== New Articles: [[Global climate change]] and [[Climate forcings]] ==	 New Articles: [[Global climate change]] and [[Climate forcings]] 
65	64	65	64	0	34194757	0	18365928	1431	3	0	Benapgar	0	3:48, 2 Dec 2004 (UTC)	Please read the new articles and consider commenting on them and/or moving some material to either one. Note that climate forcings is ''not'' specific to ''global'' climate forcings, so if it makes sense to create a separate section please do.   <LF>   I hope this helps get this part of Wikipedia sorted out.   <LF>   ''Posted to all discussion pages listed in the &quot;See Also&quot; section of [[global climate change]].''   <LF>	 New Articles: [[Global climate change]] and [[Climate forcings]] 
66	64	66	64	0	34194757	0	18692739	1658	4	0	Rd232	0	2:39, 17 July 2005 (UTC)	FYI, [[Global climate change]] now redirects to [[climate change]	 New Articles: [[Global climate change]] and [[Climate forcings]] 
67	2	67	2	-8	34194757	0	0	0	0	0	0	0	0	== Dispute Resolution RFC, William M. Connolley ==	 Dispute Resolution RFC, William M. Connolley 
68	67	68	67	0	34194757	0	18433527	1478	5	0	Cortonin	0	2:27, 18 Jan 2005 (UTC)	I started an RFC regarding user William M. Connolley, located here:  [[Wikipedia:Requests for comment/William M. Connolley]].  If you are interested, please comment or sign as appropriate.  [[User:Cortonin|&lt;nowiki&gt;&lt;/nowiki&gt;]] &amp;mdash; [[User:Cortonin|Cortonin]]	 Dispute Resolution RFC, William M. Connolley 
69	2	69	2	-8	34194757	0	0	0	0	0	0	0	0	==skepticism==	skepticism
70	69	70	69	1	34194757	0	-1	-1	-1	0	-1	0	-1	I am not a climate change skeptic. However, in the interests of being ecumenical as well as accurate (if only in the sense of reporting that skepticism exists) I think there ought to be a section in this article on climate change skeptics. It looks blinkered otherwise.   <LF>	skepticism
71	69	71	69	1	34194757	0	18485716	1514	-1	0	-1	0	08:16, 23 Feb 2005 (UTC)	:Skepticism is a good thing and should be encouraged whenever possible.  However, the [[Greening Earth Society]] are a pseudo-skeptical advocacy group run by the Western Fuels Association, a coal lobby. The organizaion is also closely affiliated with [[ExxonMobil]].  It should also be noted that GES is not skeptical about climate change -- they admit that it's occuring.  GES concerns itself with the '''beneficial''' effects of [[global warming]].  Essentially, they are skeptical of the negative effects of global warming.  Their opinions are not taken seriously by the scientific community.[http://cem.colorado.edu/archives/sp1999/ian.html]  The external link certainly has a place on [[global warming controversy]], which is a more politicized topic, and directly addresses their claims. --[[User:Viriditas|Viriditas ]] | [[User_talk:Viriditas|Talk]]	skepticism
72	69	72	69	1	34194757	0	-1	-1	-1	0	-1	0	-1	If we are going to talk about scepticism, we should first assess what wikipedia exists for. While it is true that many people do deny anthropogenic climate change, there has not been a peer reviewed scientific paper anywhere in the world which has done so. If we are going to have a page on scepticism here, we must also have a page on the flat earth society, and one denying that smoking causes cancer. Perhaps we should let people know these positions, or perhaps it is better to ignore them. (this by 80.176.74.100: nb, please sign your postings with 4 tildas)   <LF>	skepticism
73	69	73	69	1	34194757	0	-1	-1	-1	0	-1	0	-1	: ([[User:William M. Connolley|William M. Connolley]] 20:22, 15 Apr 2005 (UTC)) I think the study you referred to was by Oreskes, and it was in Science. It didn't examine every paper, of course. Its discussed on the [[global warming]] page I think. I'm not sure I can think of a single peer-reviewed paper that denies a substantial anthro component to the [[attribution of recent climate change]], but that won't stop the s(k)eptics claiming otherwise.   <LF>	skepticism
74	2	74	2	-8	34194757	0	0	0	0	0	0	0	0	== Paradigms ==	 Paradigms 
75	74	75	74	0	34194757	0	18512693	1533	1	0	SEWilco	0	1:53, 14 Mar 2005 (UTC)	I've noticed several concepts which seem to be in use in the field, and they seem to influence how important various factors are considered to be.  Some concepts contradict others, although one might be used as a special case within the overwhelming influence of the opposite.	 Paradigms 
76	75	76	75	1	34194757	0	-1	-1	-1	1	-1	SEWilco	-1	([[User:William M. Connolley|William M. Connolley]] 22:16, 14 Mar 2005 (UTC)) I've commented a bit. I don't understand:   <LF>   * Large influences tend to have large effects.   <LF>   * Some internal processes may undergo phase changes where behavior dramatically changes.   <LF>   The first because it appears obvious, or perhaps circular (what is a large influence?... one with large effects...), the second I don't understand.   <LF>	 Paradigms 
77	75	77	75	1	34194757	0	18514611	1534	1	1	SEWilco	SEWilco	9:51, 15 Mar 2005 (UTC)	: Large influence/effects: such as linear effects.  Phase changes: State or behavior change, such as THC shutdown, or glacial episode blocking CO2 cycle.	 Paradigms 
