revision_id	section_name
8567599	human factors
8947903	abstract
9001021	external links
9019429	climate change factors
9312041	climate change factors
9507594	feedback mechanisms
9559576	abstract
9559576	external links
9629856	external links
9803005	natural factors
9803674	natural factors
9812383	natural factors
9859688	see also
9889990	see also
10011134	see also
10027619	external links
10323512	external links
10323759	global warming controversy
10323759	see also
10324602	abstract
10326627	abstract
10326627	global warming controversy
10326627	see also
10327177	climate change factors
10327683	natural factors
10334167	feedback mechanisms
10334167	natural factors
10483587	solar radiation variability
10500330	external links
10513664	external links
10513719	external links
10704693	solar radiation variability
10808309	external links
10934208	external links
10948127	external links
11146081	paradigms present
11146931	paradigms present
11163247	paradigms present
11168226	paradigms present
11168373	abstract
11168373	anthropogenic greenhouse gases
11168373	carbon sources and sinks
11168373	climate change factors
11168373	evaluation of the relative importance of various factors
11168373	examples of change due to natural factors
11168373	external links
11168373	feedback mechanisms
11168373	human factors
11168373	internal factors
11168373	natural factors
11168373	paradigms present
11168373	radiative forcing
11168373	see also
11168373	solar radiation variability
11206597	abstract
11206597	anthropogenic greenhouse gases
11206597	carbon sources and sinks
11206597	climate change factors
11206597	evaluation of the relative importance of various factors
11206597	examples of change due to natural factors
11206597	external links
11206597	feedback mechanisms
11206597	human factors
11206597	internal factors
11206597	natural factors
11206597	radiative forcing
11206597	see also
11206597	solar radiation variability
11382318	external links
11397540	external links
11402384	external links
11403252	anthropogenic greenhouse gases
11403252	external links
11404162	anthropogenic greenhouse gases
11404162	external links
11407306	external links
12118638	external links
12119086	external links
12170871	external links
12221921	external links
12222051	abstract
12350367	abstract
12358900	examples of change due to natural factors
12358900	predicted and current effects
12497794	examples of change due to natural factors
12497794	predicted and current effects
12729317	abstract
12834474	external links
12850272	human factors
12877873	human factors
13012090	human factors
13128018	external links
13234080	external links
13272487	external links
13683888	external links
13858352	external links
14202017	external links
14576025	external links
14678040	external links
14746942	external links
14880653	external links
14901710	see also
15072170	external links
15590914	external links
18044352	external links
18086293	abstract
18086293	human factors
18360332	see also
18515577	abstract
18515577	anthropogenic greenhouse gases
18515577	carbon sources and sinks
18515577	climate change factors
18515577	evaluation of the relative importance of various factors
18515577	examples of change due to natural factors
18515577	examples of climate change
18515577	external links
18515577	feedback mechanisms
18515577	fossil fuels
18515577	glaciation
18515577	greenhouse gases
18515577	human factors
18515577	human influences
18515577	internal factors
18515577	interplay of factors
18515577	land use
18515577	natural factors
18515577	non-climate factors driving climate
18515577	ocean variability
18515577	orbital variations
18515577	radiative forcing
18515577	see also
18515577	solar radiation variability
18515577	solar variability
18515577	the memory of climate
18515577	variations within the earth's climate
18515577	volcanism
19181719	external links
19864057	fossil fuels
19939567	see also
19939567	solar variability
19939567	solar variation
19962702	see also
19975063	see also
20281186	abstract
20694979	external links
20840122	external links
20861138	abstract
20866755	abstract
20873721	abstract
20873721	climate change factors
20877630	abstract
20877630	climate change factors
20928278	abstract
20928278	climate change factors
20939005	abstract
20939005	climate change factors
21008052	abstract
21008052	climate change factors
21011912	abstract
21011912	climate change factors
21135159	external links
21163586	abstract
21163586	climate change factors
21163586	examples of climate change
21163586	external links
21163586	fossil fuels
21163586	glaciation
21163586	greenhouse gases
21163586	human influences
21163586	interplay of factors
21163586	land use
21163586	non-climate factors driving climate
21163586	ocean variability
21163586	orbital variations
21163586	see also
21163586	solar variation
21163586	the memory of climate
21163586	variations within the earth's climate
21163586	volcanism
21163884	abstract
21163884	climate change factors
21163884	examples of climate change
21163884	external links
21163884	fossil fuels
21163884	glaciation
21163884	greenhouse gases
21163884	human influences
21163884	interplay of factors
21163884	land use
21163884	non-climate factors driving climate
21163884	ocean variability
21163884	orbital variations
21163884	see also
21163884	solar variation
21163884	the memory of climate
21163884	variations within the earth's climate
21163884	volcanism
21529451	external links
23022886	external links
23191792	references
25435655	solar variation
25435776	solar variation
26910922	external links
26910922	references
26918160	see also
26923685	see also
26984220	abstract
26984220	climate change factors
26984220	fossil fuels
26984220	glaciation
26984220	greenhouse gases
26984220	human influences
26984220	non-climate factors driving climate
26984220	ocean variability
26984220	orbital variations
26984220	solar variation
26984220	the memory of climate
26984220	variations within the earth's climate
26984220	volcanism
26984238	abstract
26984238	climate change factors
26984238	fossil fuels
26984238	glaciation
26984238	greenhouse gases
26984238	human influences
26984238	non-climate factors driving climate
26984238	ocean variability
26984238	orbital variations
26984238	solar variation
26984238	the memory of climate
26984238	variations within the earth's climate
26984238	volcanism
26990590	magnetic field change
26990590	volcanism
27466544	external links
27607524	see also
27610061	external links
27711387	bbc articles
27711387	external links
28327263	bbc articles
28765650	bbc articles
28936109	fossil fuels
28941744	fossil fuels
29142033	external links
29688487	external links
29688487	see also
29705402	see also
29879518	human influences
30235416	external links
30236713	external links
30330212	see also
30636294	land use
30637127	land use
30701473	bbc articles
30732778	interplay of factors
30732778	land use
30732805	interplay of factors
30732805	land use
31851840	magnetic field change
31851840	see also
31866089	external links
31869686	external links
31882246	see also
32099549	external links
32423777	bbc articles
32469431	see also
32470993	external links
32470993	see also
32473894	external links
32473894	see also
32489850	external links
32489850	see also
32543133	examples of climate change
32547072	examples of climate change
33026863	bbc articles
33026863	related video
33031410	bbc articles
33031410	related video
33035364	examples of climate change
33138229	examples of climate change
33159809	examples of climate change
33168786	fossil fuels
33177628	fossil fuels
33177628	magnetic field change
33177628	volcanism
33199253	fossil fuels
33212978	fossil fuels
33212978	magnetic field change
33212978	volcanism
33216430	examples of climate change
33216430	magnetic field change
33216430	volcanism
33218658	examples of climate change
33275713	examples of climate change
33554228	references
33555486	references
33564072	greenhouse gases
33564072	non-climate factors driving climate
33564072	plate tectonics
33567538	examples of climate change
33739545	climate change factors
33739545	glaciation
33739545	non-climate factors driving climate
33739545	ocean variability
33739545	orbital variations
33739545	plate tectonics
33739545	solar variation
33739545	the memory of climate
33739545	variations within the earth's climate
33739545	volcanism
33739622	climate change factors
33739622	glaciation
33739622	non-climate factors driving climate
33739622	ocean variability
33739622	orbital variations
33739622	plate tectonics
33739622	solar variation
33739622	the memory of climate
33739622	variations within the earth's climate
33739622	volcanism
33740256	abstract
33740256	bbc articles
33740256	climate change factors
33740256	examples of climate change
33740256	external links
33740256	fossil fuels
33740256	glaciation
33740256	human influences
33740256	interplay of factors
33740256	land use
33740256	non-climate factors driving climate
33740256	ocean variability
33740256	orbital variations
33740256	plate tectonics
33740256	references
33740256	see also
33740256	solar variation
33740256	the memory of climate
33740256	variations within the earth's climate
33740256	volcanism
33740290	abstract
33740290	bbc articles
33740290	climate change factors
33740290	examples of climate change
33740290	external links
33740290	fossil fuels
33740290	glaciation
33740290	human influences
33740290	interplay of factors
33740290	land use
33740290	non-climate factors driving climate
33740290	ocean variability
33740290	orbital variations
33740290	plate tectonics
33740290	references
33740290	see also
33740290	solar variation
33740290	the memory of climate
33740290	variations within the earth's climate
33740290	volcanism
33740936	abstract
33740936	bbc articles
33740936	climate change factors
33740936	examples of climate change
33740936	external links
33740936	fossil fuels
33740936	glaciation
33740936	human influences
33740936	interplay of factors
33740936	land use
33740936	non-climate factors driving climate
33740936	ocean variability
33740936	orbital variations
33740936	plate tectonics
33740936	references
33740936	see also
33740936	solar variation
33740936	the memory of climate
33740936	variations within the earth's climate
33740936	volcanism
33741025	abstract
33741025	bbc articles
33741025	climate change factors
33741025	examples of climate change
33741025	external links
33741025	fossil fuels
33741025	glaciation
33741025	human influences
33741025	interplay of factors
33741025	land use
33741025	non-climate factors driving climate
33741025	ocean variability
33741025	orbital variations
33741025	plate tectonics
33741025	references
33741025	see also
33741025	solar variation
33741025	the memory of climate
33741025	variations within the earth's climate
33741025	volcanism
34238745	external links
34247412	external links
34267999	see also
34268015	see also
34317550	non-climate factors driving climate
34318687	non-climate factors driving climate
34326871	non-climate factors driving climate
35051059	abstract
35051059	bbc articles
35051059	climate change factors
35051059	examples of climate change
35051059	external links
35051059	fossil fuels
35051059	glaciation
35051059	human influences
35051059	interplay of factors
35051059	land use
35051059	non-climate factors driving climate
35051059	ocean variability
35051059	orbital variations
35051059	plate tectonics
35051059	references
35051059	see also
35051059	solar variation
35051059	the memory of climate
35051059	variations within the earth's climate
35051059	volcanism
35051073	abstract
35051073	bbc articles
35051073	climate change factors
35051073	examples of climate change
35051073	external links
35051073	fossil fuels
35051073	glaciation
35051073	human influences
35051073	interplay of factors
35051073	land use
35051073	non-climate factors driving climate
35051073	ocean variability
35051073	orbital variations
35051073	plate tectonics
35051073	references
35051073	see also
35051073	solar variation
35051073	the memory of climate
35051073	variations within the earth's climate
35051073	volcanism
35051203	abstract
35051203	bbc articles
35051203	climate change factors
35051203	examples of climate change
35051203	external links
35051203	fossil fuels
35051203	glaciation
35051203	human influences
35051203	interplay of factors
35051203	land use
35051203	non-climate factors driving climate
35051203	ocean variability
35051203	orbital variations
35051203	plate tectonics
35051203	references
35051203	see also
35051203	solar variation
35051203	the memory of climate
35051203	variations within the earth's climate
35051203	volcanism
35051224	abstract
35051224	bbc articles
35051224	climate change factors
35051224	examples of climate change
35051224	external links
35051224	fossil fuels
35051224	glaciation
35051224	human influences
35051224	interplay of factors
35051224	land use
35051224	non-climate factors driving climate
35051224	ocean variability
35051224	orbital variations
35051224	plate tectonics
35051224	references
35051224	see also
35051224	solar variation
35051224	the memory of climate
35051224	variations within the earth's climate
35051224	volcanism
35202789	abstract
35489467	abstract
35489467	bbc articles
35489467	climate change factors
35489467	examples of climate change
35489467	external links
35489467	fossil fuels
35489467	glaciation
35489467	human influences
35489467	interplay of factors
35489467	land use
35489467	non-climate factors driving climate
35489467	ocean variability
35489467	orbital variations
35489467	plate tectonics
35489467	references
35489467	see also
35489467	solar variation
35489467	the memory of climate
35489467	variations within the earth's climate
35489467	volcanism
35489499	abstract
35489499	bbc articles
35489499	climate change factors
35489499	examples of climate change
35489499	external links
35489499	fossil fuels
35489499	glaciation
35489499	human influences
35489499	interplay of factors
35489499	land use
35489499	non-climate factors driving climate
35489499	ocean variability
35489499	orbital variations
35489499	plate tectonics
35489499	references
35489499	see also
35489499	solar variation
35489499	the memory of climate
35489499	variations within the earth's climate
35489499	volcanism
35513320	see also
35826940	bbc articles
35826940	external links
35827370	bbc articles
35827370	external links
35950538	glaciation
35950538	ocean variability
35950538	the memory of climate
35950538	variations within the earth's climate
35950621	glaciation
35950621	ocean variability
35950621	the memory of climate
35950621	variations within the earth's climate
36079271	bbc articles
36579388	see also
36588236	see also
37127990	external links
37403926	references
37407655	references
37519307	external links
37570941	aerosols
37570941	external links
37570941	human influences
37570941	volcanism
37965491	external links
38795316	non-climate factors driving climate
38992208	external links
39052984	abstract
39061943	abstract
39074129	glaciation
39497316	external links
39643494	glaciation
39643494	ocean variability
39904102	ocean variability
40621955	abstract
40621955	aerosols
40621955	bbc articles
40621955	climate change factors
40621955	examples of climate change
40621955	external links
40621955	fossil fuels
40621955	glaciation
40621955	human influences
40621955	interplay of factors
40621955	land use
40621955	non-climate factors driving climate
40621955	ocean variability
40621955	orbital variations
40621955	plate tectonics
40621955	references
40621955	see also
40621955	solar variation
40621955	the memory of climate
40621955	variations within the earth's climate
40621955	volcanism
40621987	abstract
40621987	aerosols
40621987	bbc articles
40621987	climate change factors
40621987	examples of climate change
40621987	external links
40621987	fossil fuels
40621987	glaciation
40621987	human influences
40621987	interplay of factors
40621987	land use
40621987	non-climate factors driving climate
40621987	ocean variability
40621987	orbital variations
40621987	plate tectonics
40621987	references
40621987	see also
40621987	solar variation
40621987	the memory of climate
40621987	variations within the earth's climate
40621987	volcanism
40631414	bbc articles
40795918	bbc articles
40878841	external links
41601939	climate change factors
41601980	climate change factors
41602351	abstract
41602351	examples of climate change
41602351	the memory of climate
41602351	the memory of climate herro!!!
41602462	abstract
41602462	examples of climate change
41602462	the memory of climate
41602462	the memory of climate herro!!!
42694304	external links
42694304	monitoring the current status
42715657	evidence for climatic change
42975477	external links
42975848	external links
43479677	glaciation
44367041	non-climate factors driving climate
45011727	glacial geology
45082787	see also
45087121	see also
45251020	external links
45352204	external links
45352204	non-climate factors driving climate
45352204	see also
45443200	non-climate factors driving climate
45443200	non-climate factors driving climate change
45715202	external links
45724899	see also
45923816	external links
45923816	solar variation
46127954	glacial geology
46127954	glaciation
46708982	climate change factors
46709038	climate change factors
47178161	bbc articles
48252221	bbc articles
48282924	non-climate factors driving climate change
48425575	external links
48425575	glacial geology
48458976	particulate matter
48462741	particulate matter
48848247	aerosols
48877242	non-climate factors driving climate change
49310982	abstract
49311018	abstract
50350004	abstract
50350151	abstract
51084536	external links
51892617	abstract
51892636	abstract
51892822	abstract
51892822	aerosols
51892822	bbc articles
51892822	climate change factors
51892822	evidence for climatic change
51892822	examples of climate change
51892822	external links
51892822	fossil fuels
51892822	glacial geology
51892822	glaciation
51892822	human influences
51892822	interplay of factors
51892822	land use
51892822	monitoring the current status
51892822	non-climate factors driving climate change
51892822	ocean variability
51892822	orbital variations
51892822	plate tectonics
51892822	references
51892822	see also
51892822	solar variation
51892822	the memory of climate
51892822	variations within the earth's climate
51892822	volcanism
51892839	abstract
51892839	aerosols
51892839	bbc articles
51892839	climate change factors
51892839	evidence for climatic change
51892839	examples of climate change
51892839	external links
51892839	fossil fuels
51892839	glacial geology
51892839	glaciation
51892839	human influences
51892839	interplay of factors
51892839	land use
51892839	monitoring the current status
51892839	non-climate factors driving climate change
51892839	ocean variability
51892839	orbital variations
51892839	plate tectonics
51892839	references
51892839	see also
51892839	solar variation
51892839	the memory of climate
51892839	variations within the earth's climate
51892839	volcanism
51914017	see also
52645472	bbc articles
52645472	external links
52645817	bbc articles
52645817	external links
53939821	glaciation
53939821	non-climate factors driving climate change
53939821	ocean variability
53939821	orbital variations
53939821	plate tectonics
53939821	solar variation
53939821	the memory of climate
53939821	variations within the earth's climate
53939821	volcanism
53939843	glaciation
53939843	non-climate factors driving climate change
53939843	ocean variability
53939843	orbital variations
53939843	plate tectonics
53939843	solar variation
53939843	the memory of climate
53939843	variations within the earth's climate
53939843	volcanism
54313156	solar variation
54329789	solar variation
54373079	human influences
54373079	volcanism
54381954	human influences
54381954	volcanism
54429838	#redirect [[#redirect [[ ---- --[[user:24.66.94.140|24.66.94.140]] 23:10, 21 may 2006 (utc)<nowiki>mere decades</nowiki>]]]]
54429838	ocean variability
54430033	#redirect [[#redirect [[ ---- --[[user:24.66.94.140|24.66.94.140]] 23:10, 21 may 2006 (utc)<nowiki>mere decades</nowiki>]]]]
54430033	ocean variability
54484197	examples of climate change
54484197	references
54484309	examples of climate change
54484309	references
54516936	see also
54516942	see also
54911796	abstract
54911796	aerosols
54911796	bbc articles
54911796	climate change factors
54911796	evidence for climatic change
54911796	examples of climate change
54911796	external links
54911796	fossil fuels
54911796	glacial geology
54911796	glaciation
54911796	human influences
54911796	interplay of factors
54911796	land use
54911796	monitoring the current status
54911796	non-climate factors driving climate change
54911796	ocean variability
54911796	orbital variations
54911796	plate tectonics
54911796	references
54911796	see also
54911796	solar variation
54911796	the memory of climate
54911796	variations within the earth's climate
54911796	volcanism
54911869	abstract
54911869	aerosols
54911869	bbc articles
54911869	climate change factors
54911869	evidence for climatic change
54911869	examples of climate change
54911869	external links
54911869	fossil fuels
54911869	glacial geology
54911869	glaciation
54911869	human influences
54911869	interplay of factors
54911869	land use
54911869	monitoring the current status
54911869	non-climate factors driving climate change
54911869	ocean variability
54911869	orbital variations
54911869	plate tectonics
54911869	references
54911869	see also
54911869	solar variation
54911869	the memory of climate
54911869	variations within the earth's climate
54911869	volcanism
54933914	glaciation
54933914	variations within the earth's climate
54933930	glaciation
54933930	variations within the earth's climate
54940378	interplay of factors
55055627	external links
55059785	external links
55610757	abstract
55610757	aerosols
55610757	bbc articles
55610757	climate change factors
55610757	evidence for climatic change
55610757	examples of climate change
55610757	external links
55610757	fossil fuels
55610757	glacial geology
55610757	glaciation
55610757	human influences
55610757	interplay of factors
55610757	land use
55610757	monitoring the current status
55610757	non-climate factors driving climate change
55610757	ocean variability
55610757	orbital variations
55610757	plate tectonics
55610757	references
55610757	see also
55610757	solar variation
55610757	the memory of climate
55610757	variations within the earth's climate
55610757	volcanism
55610769	abstract
55610769	aerosols
55610769	bbc articles
55610769	climate change factors
55610769	evidence for climatic change
55610769	examples of climate change
55610769	external links
55610769	fossil fuels
55610769	glacial geology
55610769	glaciation
55610769	human influences
55610769	interplay of factors
55610769	land use
55610769	monitoring the current status
55610769	non-climate factors driving climate change
55610769	ocean variability
55610769	orbital variations
55610769	plate tectonics
55610769	references
55610769	see also
55610769	solar variation
55610769	the memory of climate
55610769	variations within the earth's climate
55610769	volcanism
55630030	external links
55631479	external links
55632581	abstract
55632581	non-climate factors driving climate change
55633161	abstract
55633161	non-climate factors driving climate change
57128055	external links
57331219	external links
57335975	external links
58225156	external links
58540974	external links
58927864	external links
60713356	external links
60714414	external links
60722868	external links
60724110	external links
61975348	abstract
61975564	abstract
62189087	climate change factors
62189087	glaciation
62189087	ocean variability
62189091	climate change factors
62189091	ocean variability
62190657	glaciation
63240303	examples of climate change
63240303	glaciation
63240303	non-climate factors driving climate change
63601556	abstract
63601855	abstract
63695381	abstract
63695386	abstract
63695616	abstract
63695616	aerosols
63695616	bbc articles
63695616	climate change factors
63695616	evidence for climatic change
63695616	examples of climate change
63695616	external links
63695616	fossil fuels
63695616	glacial geology
63695616	glaciation
63695616	human influences
63695616	interplay of factors
63695616	land use
63695616	monitoring the current status
63695616	non-climate factors driving climate change
63695616	ocean variability
63695616	orbital variations
63695616	plate tectonics
63695616	references
63695616	see also
63695616	solar variation
63695616	the memory of climate
63695616	variations within the earth's climate
63695616	volcanism
63695639	abstract
63695639	aerosols
63695639	bbc articles
63695639	climate change factors
63695639	evidence for climatic change
63695639	examples of climate change
63695639	external links
63695639	fossil fuels
63695639	glacial geology
63695639	glaciation
63695639	human influences
63695639	interplay of factors
63695639	land use
63695639	monitoring the current status
63695639	non-climate factors driving climate change
63695639	ocean variability
63695639	orbital variations
63695639	plate tectonics
63695639	references
63695639	see also
63695639	solar variation
63695639	the memory of climate
63695639	variations within the earth's climate
63695639	volcanism
64142322	see also
64630993	external links
64643380	external links
64847923	aerosols
64847923	human influences
66886369	external links
67128151	external links
67128469	external links
67129189	glaciation
67834664	external links
67835245	external links
68089336	abstract
68089336	monitoring the current status
68089336	monitoring the current status of climate
68280967	bbc articles
68794054	bbc articles
68830082	external links
68836596	external links
69442329	external links
69442561	external links
69628904	climate change factors
69628904	headline text
69629679	climate change factors
69629679	headline text
71058966	bbc articles
71058966	external links
71225315	bbc articles
71416360	external links
71595146	external links
71709572	orbital variations
71709791	orbital variations
72313663	abstract
72313663	aerosols
72313663	examples of climate change
72313663	interplay of factors
72313663	monitoring the current status of climate
72467703	external links
72577513	external links
75105840	external links
75107718	external links
75259060	external links
75264483	external links
75483994	abstract
75483994	bbc articles
75483994	climate change factors
75483994	evidence for climatic change
75483994	examples of climate change
75483994	external links
75483994	fossil fuels
75483994	glacial geology
75483994	glaciation
75483994	human influences
75483994	interplay of factors
75483994	land use
75483994	non-climate factors driving climate change
75483994	ocean variability
75483994	orbital variations
75483994	plate tectonics
75483994	references
75483994	see also
75483994	solar variation
75483994	the memory of climate
75483994	variations within the earth's climate
75483994	volcanism
75484029	abstract
75484029	bbc articles
75484029	climate change factors
75484029	evidence for climatic change
75484029	examples of climate change
75484029	external links
75484029	fossil fuels
75484029	glacial geology
75484029	glaciation
75484029	human influences
75484029	interplay of factors
75484029	land use
75484029	non-climate factors driving climate change
75484029	ocean variability
75484029	orbital variations
75484029	plate tectonics
75484029	references
75484029	see also
75484029	solar variation
75484029	the memory of climate
75484029	variations within the earth's climate
75484029	volcanism
75765379	bbc articles
75765379	evidence for climatic change
75765379	examples of climate change
75765379	external links
75765379	glacial geology
75765379	interplay of factors
75765379	references
75765379	see also
75771727	bbc articles
75771727	evidence for climatic change
75771727	examples of climate change
75771727	external links
75771727	glacial geology
75771727	interplay of factors
75771727	references
75771727	see also
75955128	external links
75957680	external links
76247767	climate change factors
76248101	climate change factors
76418858	abstract
76418858	bbc articles
76418858	climate change factors
76418858	evidence for climatic change
76418858	examples of climate change
76418858	external links
76418858	fossil fuels
76418858	glacial geology
76418858	glaciation
76418858	human influences
76418858	interplay of factors
76418858	land use
76418858	non-climate factors driving climate change
76418858	ocean variability
76418858	orbital variations
76418858	plate tectonics
76418858	references
76418858	see also
76418858	solar variation
76418858	the memory of climate
76418858	variations within the earth's climate
76418858	volcanism
76419990	abstract
76419990	bbc articles
76419990	climate change factors
76419990	evidence for climatic change
76419990	examples of climate change
76419990	external links
76419990	fossil fuels
76419990	glacial geology
76419990	glaciation
76419990	human influences
76419990	interplay of factors
76419990	land use
76419990	non-climate factors driving climate change
76419990	ocean variability
76419990	orbital variations
76419990	plate tectonics
76419990	references
76419990	see also
76419990	solar variation
76419990	the memory of climate
76419990	variations within the earth's climate
76419990	volcanism
76456658	glaciation
76456658	ocean variability
76456658	variations within the earth's climate
76460132	glaciation
76460132	ocean variability
76460132	variations within the earth's climate
77107242	see also
77145210	external links
77146854	external links
77333858	external links
77426010	external links
77649427	see also
77991191	bbc articles
77995510	bbc articles
78015918	bbc articles
78066251	bbc articles
79087154	external links
79087154	volcanism
80691130	human influences
80691130	human influences on climate
80901534	volcanism
80901570	volcanism
80902246	fossil fuels
80902246	human influences on climate
80902246	land use
80902255	fossil fuels
80902255	human influences on climate
80902255	land use
80902610	fossil fuels
80902822	fossil fuels
81544125	books
81544668	books
81954656	climate change factors
81954656	fossil fuels
81954656	glaciation
81954656	human influences on climate
81954656	land use
81954656	non-climate factors driving climate change
81954656	ocean variability
81954656	orbital variations
81954656	plate tectonics
81954656	solar variation
81954656	the memory of climate
81954656	variations within the earth's climate
81954656	volcanism
81954709	climate change factors
81954709	fossil fuels
81954709	glaciation
81954709	human influences on climate
81954709	land use
81954709	non-climate factors driving climate change
81954709	ocean variability
81954709	orbital variations
81954709	plate tectonics
81954709	solar variation
81954709	the memory of climate
81954709	variations within the earth's climate
81954709	volcanism
82007098	see also
82126974	abstract
82126974	bbc articles
82126974	climate change factors
82126974	evidence for climatic change
82126974	examples of climate change
82126974	external links
82126974	fossil fuels
82126974	glacial geology
82126974	glaciation
82126974	human influences on climate
82126974	interplay of factors
82126974	land use
82126974	non-climate factors driving climate change
82126974	ocean variability
82126974	orbital variations
82126974	plate tectonics
82126974	references
82126974	see also
82126974	solar variation
82126974	the memory of climate
82126974	variations within the earth's climate
82126974	volcanism
82126984	abstract
82126984	bbc articles
82126984	climate change factors
82126984	evidence for climatic change
82126984	examples of climate change
82126984	external links
82126984	fossil fuels
82126984	glacial geology
82126984	glaciation
82126984	human influences on climate
82126984	interplay of factors
82126984	land use
82126984	non-climate factors driving climate change
82126984	ocean variability
82126984	orbital variations
82126984	plate tectonics
82126984	references
82126984	see also
82126984	solar variation
82126984	the memory of climate
82126984	variations within the earth's climate
82126984	volcanism
82156119	see also
82227461	orbital variations
82227471	orbital variations
82594245	external links
82624791	external links
84109428	external links
84150930	external links
84591401	non-climate factors driving climate change
84591401	plate tectonics
84591401	solar variation
84591401	volcanism
84591671	non-climate factors driving climate change
84591671	plate tectonics
84591671	solar variation
84591671	volcanism
84617955	climate change and economics
84652372	fossil fuels
84652372	human influences on climate
84652372	land use
84652372	non-climate factors driving climate change
84652372	orbital variations
84652372	plate tectonics
84652372	solar variation
84652372	volcanism
84663743	fossil fuels
84663743	human influences on climate
84663743	land use
84663743	non-climate factors driving climate change
84663743	orbital variations
84663743	plate tectonics
84663743	solar variation
84663743	volcanism
84807374	external links
84919732	external links
85006142	fossil fuels
85226512	external links
85468761	non-climate factors driving climate change
85468974	non-climate factors driving climate change
85469349	climate change factors
85469349	fossil fuels
85469349	glaciation
85469349	human influences on climate
85469349	land use
85469349	non-climate factors driving climate change
85469349	ocean variability
85469349	orbital variations
85469349	plate tectonics
85469349	solar variation
85469349	the memory of climate
85469349	variations within the earth's climate
85469349	volcanism
85471303	climate change factors
85471303	fossil fuels
85471303	glaciation
85471303	human influences on climate
85471303	land use
85471303	non-climate factors driving climate change
85471303	ocean variability
85471303	orbital variations
85471303	plate tectonics
85471303	solar variation
85471303	the memory of climate
85471303	variations within the earth's climate
85471303	volcanism
85731955	external links
85917960	plate tectonics
85931729	plate tectonics
86123551	land use
86237859	external links
86255310	bbc articles
86255310	fx magazine articles
86261248	external links
86298630	external links
86301397	bbc articles
86301397	external links
86301397	fx magazine articles
86493197	evidence for climatic change
86711512	abstract
87037242	abstract
87039202	abstract
87070066	climate change factors
87070066	variations within the earth's climate
87071879	climate change factors
87071879	variations within the earth's climate
87388563	external links
87408462	see also
87417273	see also
87776009	the memory of climate
87776968	the memory of climate
88035044	external links
88215693	external links
88224736	external links
88300597	bbc articles
88670355	climate tourists
