rev_id	rev_page	rev_text_id	rev_comment	rev_user	rev_user_text	rev_timestamp	rev_minor_edit	rev_deleted	rev_len	rev_parent_id	rev_sha1
1275759	47512	0	MWP/LIA section: reorg; add critics of S+B; add desc or MWP; add IPCC quotes re MWP/LIA	8072	William M. Connolley	20030811163833	0	0	7567	1274674	1pyfrn6hdv6j3glnc7y6wwktrpa36oj
1345900	47512	0	Remove most of MWP and LIA text to their own pages; cut ozone ref; smaller mods elsewhere	8072	William M. Connolley	20030811215526	0	0	6476	1275759	5yxghmhoqz4qute93h640h0pogg440g
1346899	47512	0		20395	Jecar	20030826011219	1	0	6473	1345900	qc0ecxqtvve8iyu42pw0v2ip0198u78
1347487	47512	0	(de/re)edited forest & ag mention; removed "other" ("include" made it redundant); removed albedo to avoid listing the Many factors below the major ones.	18620	SEWilco	20030826061213	0	0	6428	1346899	7fdy3s99heea2piq1xsybaf0j43kz7r
1349531	47512	0	Restore ref to ag chaning albedo: without this, there is no point in mentioning ag.	8072	William M. Connolley	20030826103943	0	0	6475	1347487	eurt6hzz7jlx4ui0dxgc3329rv5k6t3
1413717	47512	0	(re/de)cleanup jargony (re/de)forestation.  Left ag albedo, as at the moment I don't care if we ignore non-albedo effects.	18620	SEWilco	20030826213245	0	0	6473	1349531	ja8tjxv9epdxxgekvnc95axefhlbwn1
1418204	47512	0	greenhouse gases aren't "thought to contribute" to the greenhouse effect: they're its ONLY contributor. The issue is whether more EMISSIONS will increase the effect	188	Ed Poor	20030909194647	0	0	6501	1413717	j9q4jx9kd8d17v2jjrfqjm7oyomcgiw
1418928	47512	0	Update methane sources	18620	SEWilco	20030911040414	0	0	6658	1418204	q7hnrmhpfiyl8lve7zledsb78ertqu5
1419655	47512	0	Rephrase; see talk.	8072	William M. Connolley	20030911082853	0	0	6615	1418928	67my0yjjjyt256anel2z8jrh907knha
1419688	47512	0	This is not "generally agreed" - it is merely the view of the United Nations, the Democratic Party (U.S.) and most environmentalists -- all groups with axes to grind	188	Ed Poor	20030911125719	0	0	6554	1419655	cy6d4brbdwrg1ckulc78df8k1584vjb
1419724	47512	0	restore anthropogenic warming, change general agreement to "general agreement among scientists"	18710	Populus	20030911130458	0	0	6636	1419688	6uu0ev5uagb1ht2c422qezybowb6djy
1422778	47512	0	changes in land use can also affect the carbon cycle	59	Vicki Rosenzweig	20030911131453	0	0	6679	1419724	hbp0ox31s70e56rvvl330saqneex7ea
1422797	47512	0	Separated See also from preceding paragraph	18620	SEWilco	20030912074853	1	0	6689	1422778	866jq006w7n60tr4y79ltb0aizcq8ww
1422853	47512	0	mention water vapor as a factor which affects relative importance	18620	SEWilco	20030912075847	0	0	6921	1422797	3bfl9bejv44lpc68jnqdvabm6ix2fa5
1423761	47512	0	Remove SEW's text. It doesn't belong here.	8072	William M. Connolley	20030912082642	0	0	6689	1422853	l575raw2kyb55zzfqsc84ss7dkck7tn
1423785	47512	0	moving up "radiative forcing"	188	Ed Poor	20030912142802	0	0	6697	1423761	4wtbaq5x7kgyzn7wj3dltl3cu53egsy
1423794	47512	0	Please don't say there's general agreement, when top scientists at MIT and Harvard disagree with UN appointees	188	Ed Poor	20030912143946	0	0	7030	1423785	e0szg3c4hbc7sqdv2iwjwauq21vgqvv
1423806	47512	0	Please don't pretend there's no controversy	188	Ed Poor	20030912144315	0	0	7155	1423794	2xlssx0vzsiya06pwsvscbtbs6tsqnf
1423817	47512	0	purely copy-edits, putting "internal" and "external" factors into layman's language -- but *sigh* please vet for unconscious bias anyway	188	Ed Poor	20030912145005	0	0	7303	1423806	qxz0y44bh4cpgtw433xqxtg4hpodisp
1424651	47512	0	cutting a puzzling, possibly non-neutral statemnt to talk for discussion (re: forcing)	188	Ed Poor	20030912145338	0	0	7076	1423817	krbopaij3vnfb9gv55a35wakcjzvupm
1424670	47512	0	Many changes, much close to rv Ed's stuff. See talk.	8072	William M. Connolley	20030912195601	0	0	6627	1424651	lic7hz8oaem9wbfhzv9i9fhwbncydwf
1424763	47512	0	After major edits, try (poss unsucc) to put headers into relative order	8072	William M. Connolley	20030912200045	0	0	6619	1424670	2ii8ogdc0vy5cgla9xxvzcznsl53g82
1424788	47512	0	Add attribution of change section. See talk.	8072	William M. Connolley	20030912203049	0	0	8642	1424763	bpjihlvb133236gnwcyqskzb11x4cyt
1814359	47512	0	Minor ch, and get links right, after adding attribution section.	8072	William M. Connolley	20030912203537	0	0	8681	1424788	rsrhkvcjryavp866fkaj1zqlnmwa7d2
1871997	47512	0	typo	28830	Naddy	20031125175542	1	0	8675	1814359	ouor50p6nrxqd6x7x4dnzclkxmohhef
2091585	47512	0	Text from GW page - geologic warming episodes	8072	William M. Connolley	20031204154717	0	0	8826	1871997	4nz97mr8zcpe46p7bd1kwydtu5jtdix
2114179	47512	0	text in attribution section needs merge with [[Anthropogenic global warming]] - but which way?	8072	William M. Connolley	20040105173552	0	0	8865	2091585	bzk9e8nzt2ski2w6af2ku2zboxhopju
2114390	47512	0	Anthropogenic change is not "generally agreed" - at least 1/3 in the field dispute this, despite the fact that nearly all research money goes the other way!	188	Ed Poor	20040108205626	0	0	8792	2114179	1tihc97ajqgdaolo373ashw02mjkig1
2114508	47512	0	Revert, see talk. Where does Ed get his 1/3 from?	8072	William M. Connolley	20040108214453	0	0	8867	2114390	o05e5pn5zlheupjqt0py063ydyea404
2114542	47512	0	attributing POV to its adherent	188	Ed Poor	20040108220935	0	0	9063	2114508	40m5zqkmjez1k8va6469e0nxkkexc4e
2114668	47512	0	Sorry about the extra E, doc. Better now?	188	Ed Poor	20040108221624	0	0	9068	2114542	8me1bhnsjilekca082tmhv1t5lk1kmw
2114930	47512	0	Let's not get silly here: replaced para with a consensus view vs others statement	6169	Tannin	20040108224205	0	0	9088	2114668	k0rlqn2kvou0ifyn25ka84p073qjoi9
2117475	47512	0	Move agreement back to agreement - qualify but "in sci lit". Add note that Soon, L etc haven't written paers on attribution (nuless you know better...)	8072	William M. Connolley	20040108232906	0	0	9136	2114930	kbut6gjorus4czn26orh2e8fonj1qqs
2117494	47512	0		32392	Sunray	20040109075621	1	0	9138	2117475	8stlazpu0ub9nn4myjfzcbdcxf7xqck
2139326	47512	0		32392	Sunray	20040109080125	1	0	9138	2117494	n8xg6uvrs3k7ta86lhls60i83498rfg
2139345	47512	0	Statement requires references	188	Ed Poor	20040112173233	0	0	9064	2139326	ehph40gt87qegiywa4fos3tpsj4pdsw
2139620	47512	0	paper or article, at least it was published - don't try to hide facts please	188	Ed Poor	20040112173733	0	0	9404	2139345	1em7yp0c8gh1l6l58uzk3r1djx8647n
2302883	47512	0	S+B was *not* about attribution (see talk). And it wasn't by S+L either.	8072	William M. Connolley	20040112184312	0	0	9426	2139620	j81juwf8bpplr4ro4oxleagi2hpnr4o
2302946	47512	0	Tidy: attribution text to [[Anthropogenic global warming]]	8072	William M. Connolley	20040204210216	0	0	7397	2302883	oxmpjf5l8hhzxvgnk9espqin6g6qezu
2378087	47512	0	Remove more text to anthro cl ch; re-head "areas of agreement" and lose disag to anthro page; lose the garbled soon+baliunas in the process (sorry)	8072	William M. Connolley	20040204210919	0	0	6863	2302946	c93pr972v7p49ix9obzp3d6d1nam7rk
2378101	47512	0	Add Ruddiman	8072	William M. Connolley	20040213115630	0	0	7324	2378087	jp5ofk8x0puifjcj17rjvztig2u5ygb
2667722	47512	0	Radiative forcing is more an explanatory mechanism that a forcing so move it.	8072	William M. Connolley	20040213115924	0	0	7326	2378101	ec4m1u3ave3873c8kf9y1xoqai4l61a
2802789	47512	0	http://en.wikipedia.org/wiki/Kyoto_Protocol	0	65.93.190.160	20040307181333	0	0	7347	2667722	1edp72w3593mr8qkwajfi27urubm555
2802814	47512	0		52102	RayTomes	20040317100807	0	0	7351	2802789	k1calsq7vg6u2bbdfkpxc1cpeotu4yo
2867817	47512	0		52102	RayTomes	20040317101226	0	0	7353	2802814	887qguy43gv5s7oi70ij3hk6sa5jq3d
2869311	47512	0	added Committee on Climate Change Science and Technology Integration	35530	Hcheney	20040322061218	0	0	7423	2867817	0cmu8fxgt04px9pq4xisn8r6049htzi
3393545	47512	0	Soon and Baliunas aren't worth a see-also	8072	William M. Connolley	20040322091839	0	0	7383	2869311	olcsr01ryh5rukxu4l8sslmh0thi2w7
3517875	47512	0	==external links==  link to tyndall centre	63417	Bornslippy	20040430124149	0	0	7492	3393545	on6ki1fd9iyzd8wd4gq3su40ok516ao
3671558	47512	0	Copenhagen Consensus	0	67.100.122.124	20040510002007	0	0	7521	3517875	bvx9y1cp9z0ww88qsk89j7r24uqvgbf
3781137	47512	0	minor spelling correction: 'total' for 'tota'	0	82.33.45.226	20040521103150	0	0	7522	3671558	lor517jhpnhwdtm4osk3tbr2bbvte3e
3782366	47512	0		51347	JRR Trollkien	20040530123859	0	0	7461	3781137	73ei7rw8ena0rdojupx01g4hr0bk6ia
4012237	47512	0		51347	JRR Trollkien	20040530141424	0	0	7486	3782366	n01jq1i8gzp2t8nzhnx6opozspaod1p
4013007	47512	0	Reverted edits by JRR Trollkien to last version by 82.33.45.226	47960	Guanaco	20040610054213	0	0	7440	4012237	l9lzolvkmwko9cecocuojncly8kmy7w
4087477	47512	0	Reverted edits by Guanaco to last version by JRR Trollkien	66	Bryan Derksen	20040610063708	1	0	7486	4013007	n01jq1i8gzp2t8nzhnx6opozspaod1p
4518611	47512	0	/* External links */	0	193.174.16.93	20040614171553	0	0	7587	4087477	1h27l9a8qv678po61m7ztpm0pndoi9f
4519220	47512	0	[[Category:Climatology]]	18620	SEWilco	20040709011218	0	0	7613	4518611	8p5r4m18nl1ld3hwqmeo399p1zlessr
4555629	47512	0	[[Category:Climate change]]	18620	SEWilco	20040709013635	0	0	7641	4519220	1el7a5lxm6cxz85ogfoqj5smq6mynyn
4713312	47512	0	rm redundant category	66	Bryan Derksen	20040711075838	1	0	7616	4555629	1pbdedvo5msek0aippbz00dufvb32zi
4713360	47512	0		0	149.174.164.82	20040718195149	0	0	7647	4713312	iybu3bs9abbdumykpxuif75pvwrivn5
4738260	47512	0		0	149.174.164.82	20040718195431	0	0	7678	4713360	64p52k83hk875cph4sdcmektikzwq3d
4917948	47512	0	rv; [[Category:Climatology]] is relevant, and [[Milankovitch_cycles]] is in relevant articles.	18620	SEWilco	20040720031053	0	0	7641	4738260	1el7a5lxm6cxz85ogfoqj5smq6mynyn
4918466	47512	0	/* Natural Factors */	0	128.118.161.134	20040730132606	0	0	7650	4917948	0b3zlvxgy7huxibzomqmwigkckm0pkr
5037700	47512	0	Rv anon stupidity	8072	William M. Connolley	20040730141553	1	0	7641	4918466	1el7a5lxm6cxz85ogfoqj5smq6mynyn
5086449	47512	0	use more common language in intro; remove extraneous non-specific reference to ipcc;  remove redundant sentence on forests that was in the wrong section	0	67.165.197.226	20040806145203	0	0	7538	5037700	po8mjw696bfe11t83ptv0bhbyj6e475
5122854	47512	0	Link to Milankovitch cycles is necessary here.	87125	GregBenson	20040808205807	0	0	7569	5086449	g7rghakiwv9qu62k885hkfzcks4chkz
5134856	47512	0	/* External links */	0	67.70.61.133	20040810163229	0	0	7677	5122854	qgamzr3z899mmaj1m5sp7leynel1j7h
5134897	47512	0	Added link to Sea Level Change	87125	GregBenson	20040811012526	1	0	7701	5134856	o2u5oozwienppv3ladqh9gd4em4khda
5134902	47512	0	Added link to Sea Level Change	87125	GregBenson	20040811013028	1	0	7700	5134897	t7wqzwr3us38a3zrtddo1jaeodwqpz2
5252056	47512	0	Added link to Sea Level Change	87125	GregBenson	20040811013133	1	0	7701	5134902	t7vt114t3ssqbx7wsgufgmhz3pzuicx
5391017	47512	0	/* See also */ link added	0	80.43.155.49	20040817005525	0	0	7746	5252056	maazkq4o14kdlqh83knw25dp3erv3xn
5626044	47512	0	/* Attribution of climate change over the past century */ AGW -> AoRCC	8072	William M. Connolley	20040823153155	1	0	7754	5391017	ltmtuwt6n2j8zuf434io8yfhvhym2do
5626048	47512	0	/* Carbon Sources and Sinks */	0	210.50.212.159	20040903101621	0	0	7751	5626044	o18dgfinsrm1o0kgw3kyw3njs53tjvo
5626064	47512	0	/* Carbon Sources and Sinks */	0	210.50.212.159	20040903101644	0	0	7750	5626048	4x40jerhbllj270qcnn6fp6hr1rwrz0
6404758	47512	0	/* Carbon Sources and Sinks */	0	210.50.212.159	20040903101752	0	0	7753	5626064	8ekspl3s3ovn42y5h5q7jcgagxfdz6h
6412118	47512	0		0	194.183.227.97	20041007150740	0	0	7984	6404758	asz9pd32mmz36ur6jnqltq876jl5i3f
6412160	47512	0	/* Human Factors */	0	169.241.10.81	20041007201613	0	0	8017	6412118	kghq9mfqqy9jtchho90mlb98e5abhiu
6412374	47512	0	/* Solar Radiation Variability */	0	169.241.10.81	20041007201735	0	0	8058	6412160	1wu7teyrjjzmtl2evto1iwvkujt8bvw
6412857	47512	0	Rv vandalism	8072	William M. Connolley	20041007202604	0	0	7984	6412374	asz9pd32mmz36ur6jnqltq876jl5i3f
6872500	47512	0	Shuffle some stuff to bring interesting things (attribution) higher, and delete some section headers	8072	William M. Connolley	20041007204504	0	0	7916	6412857	9h6w7loamoavh46p1yisp53830f4r6b
6913215	47512	0	/* See also */	0	213.49.128.6	20041026103852	0	0	7929	6872500	cv6eyx9uth5xfw4pm0rf07rvd0k65fw
6913263	47512	0	/* See also */	121810	Mackinaw	20041027225538	1	0	7952	6913215	3pi5eb153glersb3g7vori6u5e2m2t1
6961228	47512	0	/* External links */	121810	Mackinaw	20041027225717	0	0	8083	6913263	95wzgr7leb2cxm4nwdysxdfwzswtpl4
6961706	47512	0		0	142.22.16.50	20041029164143	0	0	8152	6961228	3wgqi7o10291o1pjkk89t6kehpfqwbj
7054145	47512	0	Rv vandalism	8072	William M. Connolley	20041029170243	0	0	8083	6961706	95wzgr7leb2cxm4nwdysxdfwzswtpl4
7111700	47512	0	/* External links */	21492	Wetman	20041102110606	0	0	8226	7054145	jjd9n62n5a9gz8g9m0bvqu360mumkgq
7117216	47512	0	/* Natural Factors */	0	66.185.84.81	20041105003709	0	0	8268	7111700	om6fr99r3yfe2y24grteib6awqs2aiz
7132305	47512	0	rv	57658	Antandrus	20041105045817	0	0	8226	7117216	jjd9n62n5a9gz8g9m0bvqu360mumkgq
7144171	47512	0		121810	Mackinaw	20041105183303	0	0	8399	7132305	qz9uku11ziesz4tyq9tvcxjzydujo60
7260909	47512	0	sp	57658	Antandrus	20041106025409	1	0	8400	7144171	tc89ptanbqhj5vnovkunddabilarukn
7261231	47512	0		0	206.183.139.68	20041109155508	0	0	8428	7260909	dqwojwjgzv4jmxh2rc9s9alfoozb5r2
7261291	47512	0	/* Anthropogenic greenhouse gases */	0	206.183.139.68	20041109160718	0	0	8428	7261231	cc9hte6ittxi8gfploi304517r4qb4w
7262756	47512	0		0	206.183.139.68	20041109160931	0	0	8561	7261291	2iknaiot2isok2z1npvip74knjzxldn
7532407	47512	0	Rv the lesbian seagull	8072	William M. Connolley	20041109165514	0	0	8400	7262756	tc89ptanbqhj5vnovkunddabilarukn
7557224	47512	0	{{merge}} [[global warming]]	188	Ed Poor	20041116195317	0	0	8429	7532407	pffyjke3tpflnbhxr2kykmuqj3t0siy
7605463	47512	0	This article should not be megred with GW. The two are conceptually distinct.	8072	William M. Connolley	20041116212931	0	0	8401	7557224	julo0vzlswxyluc3g1i29g3087uff8p
7612976	47512	0	/* External links */ fixed typo	6438	Sheldon Rampton	20041118072229	1	0	8400	7605463	ofxz0qri2bc2nnw1yrv0nnu4th8yp5f
7613011	47512	0		0	163.150.15.187	20041118155035	0	0	8437	7612976	kwyluk8wejjt6hlclub4lbhzhsyr2x6
7726765	47512	0		0	163.150.15.187	20041118155214	0	0	8399	7613011	1sireolj9p9svgp5opa0xk5roskt24o
7760587	47512	0	Reorganised intro paragraphs	120987	FrankP	20041121202821	0	0	8738	7726765	honmfl0hol8qbzkutz8v5ksg8zr5mdh
7785063	47512	0	+ link fr	0	82.127.155.96	20041122212054	0	0	8769	7760587	tpy9ubk71snjbv0sbdmsfkg822lcgxa
7785077	47512	0	/* Internal factors */	0	66.158.56.67	20041123163423	0	0	8136	7785063	pac57jsi05pofrqit0p856sg1q3b1cv
7785123	47512	0	/* Human Factors */	0	66.158.56.67	20041123163511	0	0	7784	7785077	3t8ikcuvbww8ct2cs69k48ysek22e8l
7785203	47512	0	/* External links */	0	66.158.56.67	20041123163703	0	0	7797	7785123	3s4xj91mwkky3ueirp1tpklgyuuca8w
7785381	47512	0	rv vandal	96897	Jpgordon	20041123164118	0	0	8769	7785203	tpy9ubk71snjbv0sbdmsfkg822lcgxa
7785416	47512	0	/* Climate change factors */	0	66.158.56.67	20041123164908	0	0	3889	7785381	kb2mkp5frd641wepdgcl2741jqc6y5z
7785451	47512	0	/* External links */	0	66.158.56.67	20041123165031	0	0	2895	7785416	3xw3qnjvivhv7sp108bdo8hh36vkwlc
7785498	47512	0	rv vandal	96897	Jpgordon	20041123165145	0	0	8769	7785451	tpy9ubk71snjbv0sbdmsfkg822lcgxa
7785522	47512	0	/* Evaluation of the relative importance of various factors */	0	66.158.56.67	20041123165404	0	0	7601	7785498	njr0jhvileruk6x3xgdw3x4eepzliod
7785580	47512	0	/* Human Factors */	0	66.158.56.67	20041123165512	0	0	7635	7785522	4upui6s94ioux4t5lkq9y3fibje1xps
7886331	47512	0	Rv vandal	8072	William M. Connolley	20041123165833	0	0	8769	7785580	tpy9ubk71snjbv0sbdmsfkg822lcgxa
7895294	47512	0	fmt: lowercase headings	20842	AaronSw	20041127005642	1	0	8773	7886331	9ufbkc77r9u798tcx9jwvms7ymlebhr
8038077	47512	0	/* Related topics */ Back to std See also	8072	William M. Connolley	20041127101026	0	0	8769	7895294	k5kiibe5779x6fl1aqovfpeyrirhzi5
8281925	47512	0	/* Climate change factors */  added 'climate forcings'	73084	Random account 47	20041202021653	0	0	8815	8038077	han6czkf7vgyc6hb2bs4dtxvyicyszx
8288790	47512	0	m added subscripts	0	24.57.157.81	20041210010644	0	0	8848	8281925	56phgfykpx4j6y6eezrv3z1ly6hfc4k
8333082	47512	0	/* Natural factors */	0	65.247.224.45	20041210050626	0	0	8880	8288790	1zznqtu6mxp4d70i8s5v9cymu59k74f
8333092	47512	0	et:	0	62.65.236.18	20041211151829	0	0	8899	8333082	h0aavmfd0ovbt0kt0l1uitnb3tcntov
8338964	47512	0	et:	0	62.65.236.18	20041211151912	0	0	8900	8333092	3locv7xpcnmy9bb7j8lk999xjdrblbi
8499155	47512	0	Cl Ch/GW/Cl Var distinctions as on GW	8072	William M. Connolley	20041211193217	0	0	9230	8338964	p0se3e0thkxs9smll7sotmnjvuf24wh
8567599	47512	0	linked "albedo"	0	134.153.181.44	20041216214739	0	0	9234	8499155	ho8hgtdvko7y9niz8qygn8k62h5tzvc
8947903	47512	0	--> es:	86361	Ascánder	20041218203047	1	0	9259	8567599	df7lprq6fzqfbgn8c87g27in4pyp51b
8947925	47512	0	/* External links */	0	203.217.48.55	20041230134436	0	0	9428	8947903	oa1clnwvfuizdagyyfxtf14kx986dy7
9001021	47512	0	/* External links */	0	203.217.48.55	20041230134601	0	0	9443	8947925	ctocvulpv562jjj1bqh9mnuwd3w40vk
9001103	47512	0	/* Climate change factors */	0	138.88.185.235	20050101033741	0	0	9443	9001021	sw70oaqa6rxaj13kue0bv4umclitb5x
9019429	47512	0	/* Climate change factors */ little ice age, such as it was, may be caused by a combination of volcanic and solar	0	138.88.185.235	20050101034250	0	0	9471	9001103	cehborw8m7nda9kwln7y61uj8hzvm5u
9312041	47512	0	Laurentide	8072	William M. Connolley	20050101213228	1	0	9471	9019429	ggfy6x3xtb85jk6d9ucp2hggtwr81cy
9391899	47512	0	Clearer, I think. Note this paragraph also exists in wikipedia's global warming article's intro	0	4.250.168.51	20050112135600	0	0	9438	9312041	bhu6a5bmfgz63jhyship0u9grjhpexy
9392360	47512	0	Insert feedback section from [[global warming]]	8072	William M. Connolley	20050115220716	0	0	11596	9391899	60c211t2xd5qk5jvo2ldxcp25u2bf1m
9409365	47512	0	/* Feedback Mechanisms */ ...and edit it heavily.	8072	William M. Connolley	20050115222828	0	0	12073	9392360	q5wy2zcajrnl1dd3cofwoefuo0yn0f7
9409372	47512	0	/* Feedback Mechanisms */ +IPCC links	8072	William M. Connolley	20050116124921	0	0	12238	9409365	fb5s56l0ogwhsciiacarb5vj7rgt8w4
9507594	47512	0	/* Feedback Mechanisms */ +IPCC links	8072	William M. Connolley	20050116125003	0	0	12289	9409372	1e2wvhcgn7keyx0dazak36uxzuj7p00
9507631	47512	0	/* External links */ link to skeptics, interwiki links	30681	Der Eberswalder	20050120162250	0	0	12517	9507594	0iu8g5msq5tnk95cr1qdpkqt2w0jduc
9559576	47512	0		30681	Der Eberswalder	20050120162544	1	0	12414	9507631	5cyso12xipmr0afvsfa3yqcb8pooq79
9629856	47512	0	/* External links */	0	129.194.8.73	20050122153347	0	0	12478	9559576	58ordy3kix4ew1e0zqv9rz0zcbwvrko
9662168	47512	0	spelling	100258	Jeffmedkeff	20050125015002	1	0	12480	9629856	9d2k99rq7nqf3o3gdgxsr69kj2kcpwg
9802597	47512	0	/* Human factors */	0	67.127.246.216	20050126041220	0	0	12473	9662168	el937najnog4ld2kku6c007eymj29wr
9803005	47512	0	/* Natural factors */  Added data about past paleo CO2 levels and provided link	87125	GregBenson	20050130202635	0	0	13048	9802597	3uz9sccog0jehtdp1anrqdtlwbxb4yb
9803674	47512	0	Tone down a little; link to IPCC graph; link to CO2 page	8072	William M. Connolley	20050130204218	0	0	13182	9803005	g9ifg2jes9vgdgfuhtdhek3tl5kv2ld
9803788	47512	0	/* Natural factors */  Added link to more easily understood temperature and CO2 graph than those in IPCC	87125	GregBenson	20050130210515	0	0	13383	9803674	bqab7vy4rmayxif8t5k5l8zpxlp1rgd
9812383	47512	0	added wiki link for geologic age term "Phanerozoic"	87125	GregBenson	20050130210936	1	0	13385	9803788	kghj2crupo2eccrbw5khhe6i21xg2bv
9859688	47512	0	/* See also */  climate forcings	73084	Random account 47	20050131021818	0	0	13408	9812383	m7dycupbn06rs4gdpxixwahmxrvkljp
9889990	47512	0	/* See also */	57790	Dan aka jack	20050201152724	0	0	13463	9859688	1ucc09z7ah4ut0w6uhuxr0dy77dd7ij
9984839	47512	0	Fixed a typo (cliamte = climate); standardized year notation (400 kyr = 400,000 years)	0	140.140.58.8	20050202173330	0	0	13480	9889990	lugbn3ddsovcshjtnsr7fv277p335c4
10011134	47512	0	/* See also */	73084	Random account 47	20050206012736	1	0	13479	9984839	so7j75dl0xdw63hmncenrx8fxv9l6yw
10027619	47512	0	/* External links */ greenhouse gas methane	0	4.250.198.51	20050206221123	0	0	14309	10011134	r6fpp4b89r4knio8byjs7m3k5pu9659
10285561	47512	0	/* External links */ OK, but we don't need an extensive quote from the link	8072	William M. Connolley	20050207093817	0	0	13645	10027619	jj8cprmjlv51zvele4klsb1ijuzdj7z
10285571	47512	0		0	80.58.32.172	20050215112626	0	0	13735	10285561	n1polqr43c5f1d6m7oc7wcey22q18rh
10323512	47512	0		0	80.58.32.172	20050215112654	0	0	13734	10285571	5tfsc0a6b9r92n0tg55vzimmt3dyufx
10323759	47512	0		0	208.252.177.99	20050216141452	0	0	14026	10323512	em4gni7r7ag9nvvqz3ydhzxmmf1gx4v
10324602	47512	0		0	12.149.9.130	20050216142444	0	0	13953	10323759	8b689z9lt1h21iubhnku5lz1677u8mk
10326627	47512	0		0	70.16.202.24	20050216150225	0	0	13734	10324602	5tfsc0a6b9r92n0tg55vzimmt3dyufx
10327120	47512	0		27041	Smallcog	20050216163352	1	0	13734	10326627	49foyge6f38w79x0rebj5ejxcx9xsdc
10327177	47512	0	link for 'insolation'	0	168.122.81.59	20050216165515	0	0	13738	10327120	2z3x115q8yakrhl6kouablpphtu5eh2
