rev_id	rev_page	rev_text_id	rev_comment	rev_user	rev_user_text	rev_timestamp	rev_minor_edit	rev_deleted	rev_len	rev_parent_id	rev_sha1
28966	5042951	0	changed &quot;ignored&quot; and &quot;has not revealed&quot; into &quot;to-do&quot; items	188	Ed Poor	20020308124746	0	0	18831	25659	rp5qgrv6xy0puu5q2lzq7i432f2czwo
28967	5042951	0	copy-edit and moving sentences around, in the first 6 paragraphs	188	Ed Poor	20020313074159	0	0	18931	28966	a6u80o0s9qzix4oqukz4arulx2wcwij
28984	5042951	0	fix 2 links	188	Ed Poor	20020313074246	1	0	18929	28967	h4n30a30xh6os3c76ai69518l66s75n
28997	5042951	0	starting to fix links at end of arcticle	188	Ed Poor	20020313081232	0	0	19075	28984	28qca8kwu7mi9nccaqpzj3lgift9m1j
29001	5042951	0	consolidating external references at end	188	Ed Poor	20020313082700	0	0	19077	28997	08b9y5kl4sg9488kcbdq8e28fu7bn9p
29003	5042951	0	more fixed links	188	Ed Poor	20020313083212	0	0	19069	29001	sgcfan0pjcmzz9pfu4uq3hk2xfh73ll
29005	5042951	0	copyedits	1	Damian Yerrick	20020313083821	1	0	19122	29003	0gicgl84avmsaoamtk07k67yce84kaz
29008	5042951	0	-[[talk:Global_warming|/Talk]]	17	Peter Winnberg	20020313084011	1	0	19089	29005	pdvbsf2cz6g5dhmxsqyyoqvu4yz34sk
29066	5042951	0	What's with &amp;amp;amp;plusmn; ?	1	Damian Yerrick	20020313084303	1	0	19119	29008	cnvofg7w0s988thf84f5as8xgjw5lff
29295	5042951	0	tweaking external web links at end (again)	188	Ed Poor	20020313093524	0	0	19194	29066	2c17tf3m4wac3hrvvi2lw86mo4lbyzw
31286	5042951	0	fixed link to NASA source which contradicts IPCC claims	188	Ed Poor	20020313131725	0	0	19194	29295	7t5nxxvrzcqvjj5h5h194idnfgjc0uw
45475	5042951	0	mostly copyedit; noted that increased biomass doesn't necessarily mean increased crops	59	Vicki Rosenzweig	20020316133221	0	0	19425	31286	94rjjtj2gb1ksabc82vokoyhun1ph68
45479	5042951	0	corrected 0.06 warming to 0.01 cooling -- most prominent contradiction of IPCC claim (NOAA, August 1998)	188	Ed Poor	20020405072124	0	0	19534	45475	ju3896yalqdiyhl4z2osw8maif0qbfh
45496	5042951	0	corrected 0.06 warming to 0.01 cooling -- most prominent contradiction of IPCC claim (NOAA, August 1998)	188	Ed Poor	20020405072415	0	0	19545	45479	jkembvfr34bcgoymxurz82sxq75gk73
45679	5042951	0	specify that NOAA data are satellite, not ground temperature	59	Vicki Rosenzweig	20020405080442	0	0	19555	45496	cbxpqqzkxxvxjl84spnim7brhnnl5dt
45721	5042951	0	mentioned that NOAA satallite date measured the temp of the TROPOSPHERE ; Ed Poor I do belive you are twisting the facts to suit your own ideas about this topic -- I'll check your other &quot;facts&quot; later	62	Mav	20020405150038	1	0	19577	45679	st99b12ainnnpaoyhguwa5g6bgfhjsl
45777	5042951	0	correcting -0.04 trend to -0.01	188	Ed Poor	20020405161531	0	0	19586	45721	61ni1811z3hs8vqc1ytyhw78dz2c483
45822	5042951	0	REVERT: Ed PLEASE check your own references -- their data has been updated	62	Mav	20020405175150	0	0	19577	45777	st99b12ainnnpaoyhguwa5g6bgfhjsl
45826	5042951	0	correcting -0.04 cooling to +0.04 warming, per March 2002 NASA webpage	188	Ed Poor	20020405182206	0	0	19545	45822	rp38p0kctc4ev11jskno075w3pkleps
45835	5042951	0	copy-edit: data period is 1979-2001 (not 1979-1998). Shows &quot;near zero&quot; trend of +0.04 degrees per decade	188	Ed Poor	20020405182401	0	0	19545	45826	flq6suuyfbva3rooak5ov30tdfx1p7q
49990	5042951	0	added a NASA website	188	Ed Poor	20020405182729	0	0	19638	45835	oanvkkl3f926ynvvm959kksn0t3ywgy
50013	5042951	0	moved up NASA report contradicting IPCC prediction	188	Ed Poor	20020410144129	0	0	19614	49990	aj4mk7oiththtdzdjarbmhhkadvczqq
50351	5042951	0	numerous copyedits and NPOVing ; still needs alot of work; how can the 1995 IPCC report mention a NASA report published after 2001?	62	Mav	20020410155101	0	0	20387	50013	px52z1bhzkxqwewang5935klwgy5g8i
72455	5042951	0	numerous copyedits and NPOVing ; still needs alot of work; how can the 1995 IPCC report mention a NASA report published after 2001?	62	Mav	20020411054656	0	0	20387	50351	px52z1bhzkxqwewang5935klwgy5g8i
76241	5042951	0	*	0	12.236.163.150	20020518213223	0	0	20416	72455	d8sl4ctojf8hge1m17qf43y54dnsb5m
76378	5042951	0	copy-edit of the first section (everything before &quot;climate factors&quot; which frankly I couldn't understand	188	Ed Poor	20020523092512	0	0	20620	76241	6fgsvs3oau5h538vvhe0buzav4sxcal
76444	5042951	0	spelling: particularly	188	Ed Poor	20020523111026	1	0	20628	76378	5n9r544w5oyl4g21l4fkb589zpe4sb2
86975	5042951	0	Streamlined, see Talk	2	AxelBoldt	20020523130444	0	0	19446	76444	qx85tqdzpfttwsjbtdwrqih9dkh1wmo
86994	5042951	0	home for orphan	0	12.246.119.53	20020606202842	0	0	19470	86975	0l3qun4482mc6drajotmbubm3xvtygp
92252	5042951	0	home for orphan	0	12.246.119.53	20020606203800	0	0	19470	86994	67o04dg0lnwg26gw2eitb36efractln
92425	5042951	0	*	0	217.168.172.202	20020612024832	0	0	19470	92252	o3j8qbgh6ebzmuuzk9xfu41iz5ho9ru
92475	5042951	0	revised first part again. Removed one puzzling sentence (see talk)	188	Ed Poor	20020612083226	0	0	19927	92425	bqjkgc7ikbx8gd8t4oz8bixpyofra8k
92480	5042951	0	no Democratic senators voted in favor of ratifying the Kyoto Protocol	188	Ed Poor	20020612091516	0	0	20082	92475	caklkbu0okx5c9kcowokgwnz51vbyzf
103561	5042951	0	reverted, see Talk:	2	AxelBoldt	20020612091918	0	0	19470	92480	o3j8qbgh6ebzmuuzk9xfu41iz5ho9ru
103961	5042951	0	deorphanizing [[Satellite temperature measurements]]	39	LC	20020623205255	1	0	19509	103561	bfgl70j1gynddr41u7398p328s7ws5a
116633	5042951	0	link global warming hypothesis (Axel, the term is actually in use)	188	Ed Poor	20020624091559	0	0	19545	103961	g4o49oan0x3oys9e8dpf3smcjcf5gnb
116993	5042951	0	*	1752	Anthere	20020713192300	0	0	19598	116633	lfa9tofhq1qaphmmxd3wb1b2azg1o6n
128988	5042951	0	*	0	217.168.172.202	20020714014141	0	0	19598	116993	hdmcvqazhstwo2rpjn9pvwbnwrwsphj
128997	5042951	0	copy-edit, links	188	Ed Poor	20020729100116	0	0	19529	128988	pf8ozotox3jpr512l8wyq19q7hshv5g
129002	5042951	0	copy-edit	188	Ed Poor	20020729100556	0	0	19456	128997	6klsjbx80409gp9cndcsaiapwmaqjb3
130865	5042951	0	No Democrats voted for Kyoto Protocol	188	Ed Poor	20020729101137	0	0	19611	129002	lrpgdxkrjzyzo64suu2cogug6nusu84
130877	5042951	0	Poor substitute for Axel.	1078	Toby Bartels	20020730113018	0	0	20451	130865	26dwwafe8167za0re711yf0gzd1qbni
152054	5042951	0	fixing some prepositions; s/cattle grazing/cattle	59	Vicki Rosenzweig	20020730113644	0	0	20450	130877	455tq7ug89ws4vryqhbvnbfewk0nkpo
181716	5042951	0		31	The Cunctator	20020812131018	1	0	20450	152054	8bhk2he44y4aie4g1iw2pjbbiaaegl6
181725	5042951	0	added 3 paragraphs summarizing the issue.  Changed first subhead from ...warming to ...temperature record	188	Ed Poor	20020829134345	0	0	21498	181716	bvw1wojbxrjwdhg9zp7iqsfhyjtaeu6
181729	5042951	0	IPCC as source	188	Ed Poor	20020829134620	0	0	21521	181725	cwcf4ivox3wlobvx3vjqbcm3s1wxlvw
181741	5042951	0	changing 0.6±0.2 => 0.4 to 0.8 is easier to read	188	Ed Poor	20020829134735	0	0	21517	181729	8f5k6o9t9hcghwh1wygn7s9snt8darx
181751	5042951	0	+heading: evidence against a current warming period; mentioned satellites and weather balloons	188	Ed Poor	20020829135209	0	0	21660	181741	4i16j97643jpmv5v180xzp1mh9msy9o
181765	5042951	0	breaking off "Climate Change Factors" as a separate article	188	Ed Poor	20020829135539	0	0	18278	181751	5baczpd1npbimnb82nzgpv6b44hhqnp
181912	5042951	0	copy-edit, link "climate change" where 500 words was moved	188	Ed Poor	20020829135851	0	0	18301	181765	19ezx4h09e1ydtcnmkxsza5ksnc4i4b
181952	5042951	0	mostly a proofreading pass; added that many scientists (as well as politicians and general public) are concerned about possible effects	59	Vicki Rosenzweig	20020829144932	0	0	18330	181912	0h9gow4yxqi6on408tzovci6tsl7hx7
187525	5042951	0		31	The Cunctator	20020829151449	1	0	18334	181952	locsotwpkziorvphelryazuzk2yd5t5
254433	5042951	0	*	52	Eloquence	20011208020817	0	0	14665	333257785	c30ec3hu7s0r6xf118k8i7b6eh7013b
254434	5042951	0	added Lomborg link to CEI; added note about Cato funding	0	62.158.193.xxx	20020108162255	0	0	14825	254433	9iu43tukx4oobgmjpnaiwm26l2t9llq
254435	5042951	0	issue is not "settled" -- rather, some groups CLAIM it is settled (also changed "scientific" and "political" references to "favors" and "opposed"	188	Ed Poor	20020110234332	0	0	15629	254434	5d6keg3jf7qrms3b9f2orbmma6zktxf
254436	5042951	0	issue is not "settled" -- rather, some groups CLAIM it is settled (also changed "scientific" and "political" references to "favors" and "opposed"	188	Ed Poor	20020110234443	0	0	15647	254435	1ytcvlwuohiwdgfit7s2xfklxz1q4zf
254437	5042951	0	issue is not "settled" -- rather, some groups CLAIM it is settled (also changed "scientific" and "political" references to "favors" and "opposed"	188	Ed Poor	20020110234550	0	0	15647	254436	knlaznccf47l4cw8ldiu0j4f9uzn7yz
254438	5042951	0	still sorting external references into pro and con	188	Ed Poor	20020110234840	0	0	15647	254437	ttggso3ey7be1slfx13qoqv2mvfeh03
254439	5042951	0	too much heat and not enough light	188	Ed Poor	20020110235344	0	0	16016	254438	fpkjmfjhrbm2hd3ibaymp5hdoandt6s
254440	5042951	0	Note on terminology	188	Ed Poor	20020111180423	0	0	16544	254439	tk0ci6k40o64hyk9bgkplz9lnt6ed53
254441	5042951	0	Note on terminology	188	Ed Poor	20020111180445	0	0	16545	254440	py3pw5reyihng4ul8sx8j164e1gj3w3
254442	5042951	0	Note on terminology; inserted several to-do items into the body of the text	188	Ed Poor	20020111182039	0	0	17800	254441	94cqadtkja2xge7gssrvol7swsogzym
254443	5042951	0	linked TSE	76	The Anome	20020111182310	0	0	17804	254442	h6t3dvmhmp7ittmb021jzw1lqk6jryc
254444	5042951	0	Reverted to version 81; see /talk	1954	Hannes Hirzel	20020111182417	0	0	14825	254443	9iu43tukx4oobgmjpnaiwm26l2t9llq
254445	5042951	0	Note on terminology; inserted several to-do items into the body of the text	188	Ed Poor	20020111182726	0	0	17800	254444	8dv9vw8db8sai72t8yh3alruli3vr7w
254446	5042951	0	relinked TSE	76	The Anome	20020111183117	0	0	17814	254445	ntpqsulqmtdmlrdnc591dlayp3s3nol
254447	5042951	0	rv 81	1954	Hannes Hirzel	20020111183852	0	0	14825	254446	9iu43tukx4oobgmjpnaiwm26l2t9llq
254448	5042951	0	restoring deleted "to-do" portion	188	Ed Poor	20020111184348	0	0	16066	254447	ti6yug1dh5dm2hf9l2n0n8k23h50ih7
254449	5042951	0	controversy section -- with names	188	Ed Poor	20020111184814	0	0	16678	254448	9jnox78fdoujl3s64niof8m6olilpvs
254450	5042951	0	controversy section -- with names and source	188	Ed Poor	20020111184928	0	0	16729	254449	ssglejcs7cxh9n2y2mgaqnadc7omban
254451	5042951	0	no warming trend since about 1940, once "urban heat-island" effects are removed.	188	Ed Poor	20020111190014	0	0	17159	254450	mqwdqctyj03iaagld90rtzj282unj58
254452	5042951	0	no warming trend since about 1940, once "urban heat-island" effects are removed.	188	Ed Poor	20020111190049	0	0	17154	254451	s3oaik7e3vfjtptzz6mp05ov1qb1rus
254453	5042951	0	no warming trend since about 1940, once "urban heat-island" effects are removed.	188	Ed Poor	20020111190156	0	0	17112	254452	jq7yh8fczuf1gb3tqjn9uxrn0pi5wmb
254454	5042951	0	link sea level rise	188	Ed Poor	20020111192027	0	0	17131	254453	lrq0t4u9v7gsf2eftxmfxlsoocmurgr
254455	5042951	0	link sea level rise	188	Ed Poor	20020111192201	0	0	17135	254454	tj13aksxo6z3q78f0ui3ov13knnhxpg
254456	5042951	0	+link to The Skeptical Environmentalist	0	192.146.101.xxx	20020111195356	0	0	17139	254455	8z813q1bm2whmppznz8232pr8toi83c
254457	5042951	0	moved contorversy section to end of article	188	Ed Poor	20020111201715	0	0	17142	254456	rulilc70eas4io2zvdc3j2mze8j503v
254458	5042951	0	Sorry, Ed. Get some real figures please. I checked the SEPP source. Much talk, not too much substance. Claims not proved which could be easily proved.	1954	Hannes Hirzel	20020111202945	0	0	14825	254457	9iu43tukx4oobgmjpnaiwm26l2t9llq
254459	5042951	0	Hannes, please do not the sentence about satellite and weather balloon data.	0	65.96.132.xxx	20020112122842	0	0	14989	254458	143ztjliirw8lc0mufgo2ggkqxh938g
254460	5042951	0	Hannes, please do not the sentence about satellite and weather balloon data.	0	65.96.132.xxx	20020112122914	0	0	15004	254459	3dlbv8scmv8xzqexigde7sqbe0dtr9z
254461	5042951	0	Climate Change 2001: The Scientific Basis	7	Joao	20020112145130	0	0	15141	254460	k3x1xgvsv64ijdeac82zoxuncx9ogos
254462	5042951	0	Some researchers have found a negative correlation between sea level rise and average global temperature; water evaporates more quickly than it expands.	0	65.96.132.xxx	20020113124900	0	0	15309	254461	rs7u8i8xl0wrsri1ph6zak0fpnms4bv
254463	5042951	0		17	Peter Winnberg	20020113133011	1	0	15316	254462	dac7jyse8oxj4zoinsx6vu26slez5so
254464	5042951	0	see /talk	0	62.202.117.xxx	20020114023102	0	0	15138	254463	2ly6wnzfx5eajtsam9c7mjm90le5zun
254465	5042951	0	added information about SEPP, Singer, perception of IPCC	52	Eloquence	20020114031859	0	0	16105	254464	cpfuli34ndezrjf2tu1r4o616i11u53
254466	5042951	0	linked Lomborg, SE	0	213.253.39.xxx	20020114111254	0	0	16144	254465	39mou3dbl37r8uqvhj8jx4vwizkbf77
254467	5042951	0	recovered text about lomborg from version 90	7	Joao	20020114133730	0	0	16430	254466	isary8qiehz33m5rbp5zvhp4dqt6xua
254468	5042951	0	made more NPOV	0	213.253.39.xxx	20020114141951	0	0	16433	254467	3evmh0tozbr3v145j4kve07ljyrpj26
254469	5042951	0	*more NPOV	0	213.253.39.xxx	20020114142029	0	0	16424	254468	06qi3wwa69op7oqd4jmm18gr8slgtab
254470	5042951	0	made the explanation of the UNFCCC and the Kyoto Protocol more accurate	1228	SJK	20020114143833	0	0	17071	254469	ik6v3qzp84ur0g9q319ehp8vtpjqgqh
254471	5042951	0	removed non-NPOV characterization of Lomborg ("Lomborg discovered that [everyone else was wrong]")	52	Eloquence	20020114152348	0	0	16804	254470	jc0i0zg6d7uekft9j8mocpmt39u43cx
254472	5042951	0	Please stop deleting scientific objections to global warming theory.	188	Ed Poor	20020114170236	0	0	17113	254471	3nkej6r3z3g6jeg5k4ce38iavqvisya
254473	5042951	0	Changed SEPP link to reference within the article; made SEPP position sentence more neutral.	1954	Hannes Hirzel	20020115100803	0	0	17073	254472	lygbwl7gtjtofvpi5gfvylkblt42av6
254474	5042951	0	broke first paragraph into 2	188	Ed Poor	20020116174929	0	0	17079	254473	dric00fhcgj1alefllmh0gnpyb3f6ow
254475	5042951	0	controversy	188	Ed Poor	20020116181022	0	0	17417	254474	e3mtwv3ewalhi8p4qo92z19ehd7auix
254476	5042951	0	*	41	Sodium	20020116182153	1	0	17474	254475	af90m83lkpkyovj8jvgdku0n90fazcf
254477	5042951	0	link to Rampton & Stauber	188	Ed Poor	20020116182806	0	0	17482	254476	bc4ygy1bm7qjoik7ju133xrywxlwn6u
254478	5042951	0	italicizing some book titles and journal names	18	MichaelTinkler	20020116184042	0	0	17495	254477	673nygbfmd4uh8vzj5j9h75ta2es3qn
254479	5042951	0	*Reworded the "significant" line to be slightly more specific; see Talk	31	The Cunctator	20020116184724	0	0	17534	254478	68i8in8jez6qm4asd9h9a4jj0visyv5
254480	5042951	0	*Taking suggestion from Talk as to 1st paragraph	31	The Cunctator	20020116191726	0	0	17612	254479	21pq98g44iv8btkpr1nbfq0670bjxav
254481	5042951	0	*	52	Eloquence	20020117014953	0	0	17652	254480	a6k4qhiq6ldejm9raehkq8daqllgjh4
254482	5042951	0	*	52	Eloquence	20020117015618	0	0	18022	254481	lyp8fy75opgyn4rgwnccmeworzwupyb
254483	5042951	0	*	52	Eloquence	20020117015713	0	0	18025	254482	ch0zxzhnylpx3jyz7ee3qg3d2zc5ycc
254484	5042951	0	*	52	Eloquence	20020117015817	0	0	18072	254483	6zgeishmtgb3a2rk9wb64pu7sfd3uyx
254485	5042951	0	*	52	Eloquence	20020117020438	0	0	18119	254484	3agl4g4mh6v6muyq1abri2tjtf555br
254486	5042951	0	*	0	64.130.70.xxx	20020117091451	0	0	18303	254485	ir92drlojex7w4zgizchhcqsc8x6i4o
254487	5042951	0	new introduction explains three usages of term "global warming"; edited what was previously the first 2 paragraphs	188	Ed Poor	20020125165612	0	0	18586	254486	imy5w8ftqxmp7ae9ch890hpl6s25rqn
254488	5042951	0	new introduction explains three usages of term "global warming"; edited what was previously the first 2 paragraphs; removing SEPP counterclaim to a separate article	188	Ed Poor	20020125165722	1	0	18318	254487	gmohq7ntkm2wie9bx2uqidggeld2ieh
330174	5042951	0	[[de:Globale Erwärmung]]	0	12.246.119.53	20020831234803	0	0	18361	187525	kq2np0i6ibqnokgplagmgl99d8l0oh8
356579	5042951	0	removed Todo: link	300	Andre Engels	20021002065059	0	0	18320	330174	8bk6b9qg3mzhor3buh9060rj90dg5xz
356581	5042951	0	fixed link to Burton/Rampton article	52	Eloquence	20021013225320	0	0	18402	356579	mjhzfxt3d9vtoh3x6f2pbbfgt8zqht7
356807	5042951	0		52	Eloquence	20021013225357	0	0	18400	356581	3y653wsrxv8q02n8yf7l8ady5q4ug2f
394976	5042951	0	added quote	0	216.229.90.232	20021014001952	1	0	19210	356807	1lmdinzkc6aw7xfh1za0brmkbmmdvcq
445662	5042951	0		2886	Graft	20021031001737	0	0	19448	394976	tw8sfn7bttj04hv0fmihczjllsgu1i6
445670	5042951	0	combined first 2 sentences	188	Ed Poor	20021126010602	0	0	19449	445662	bxro59efrjm6crujo4byjj18dugmy7c
445684	5042951	0	became a big issue in 1990s	188	Ed Poor	20021126010759	0	0	19461	445670	8iecujdh3fx8od25ogs3ktzfduzly4u
445689	5042951	0	+ natural factors	188	Ed Poor	20021126011735	0	0	19459	445684	7rzdx711ri7euw9cxrilml8ph7aw63p
445691	5042951	0	moved debate thing to end of 2nd paragraph, with the usual obligatory awful pun	188	Ed Poor	20021126012113	0	0	19571	445689	27kyy7sabzzvlfjlcywmkb7v5w6mjnv
445693	5042951	0	effects are disputed	188	Ed Poor	20021126012210	0	0	19577	445691	m3x67snbf2ecqtw8u9nz2drv158iu6m
445740	5042951	0	Gave more prominence to IPCC and its dire prediction, in 3rd paragraph	188	Ed Poor	20021126012609	0	0	19670	445693	72yosxg5fq4vf512tau47gpp5u1i803
522574	5042951	0	1.5 C is all it takes to destroy the world!!!	188	Ed Poor	20021126015049	0	0	19672	445740	hltrmfwzx1umr12h2q5v3natslq11rm
559687	5042951	0		0	208.171.49.198	20021218173924	0	0	20133	522574	n834nypjuqe1kfy0zlz4fqb59a0cvjp
559691	5042951	0		0	62.104.214.78	20030104185408	0	0	20490	559687	q80mfi0vvb90cabgxa5dabgva649xov
559696	5042951	0		0	62.104.214.78	20030104185621	1	0	20508	559691	3vewfsm03rei2czn08ah00e7mofuv96
559703	5042951	0		0	62.104.214.78	20030104185732	1	0	20508	559696	crt6fxkxnp38hbobkhqthrtcspwan7n
561801	5042951	0		0	62.104.214.78	20030104185924	1	0	20525	559703	82artqo5t7gs24o3wyupyws4h46h71k
574352	5042951	0		0	145.254.47.43	20030105115339	1	0	20472	561801	0r52vmhni5yaqd33hkjc9bubmqmhe59
616118	5042951	0		3691	Soulpatch	20030109183632	0	0	20646	574352	616suouga961v5rzptdwx549f6cria3
616143	5042951	0		0	165.121.141.116	20030124175037	0	0	21621	616118	jpy1kv5d1okgu9667ytpo3frkbtmm3x
616322	5042951	0		0	165.121.141.116	20030124175733	0	0	21770	616143	ks7k3t4id5m41mb8wwzjr4xlkwohj9l
616370	5042951	0	My latest attempt to balance POVs of "warmers" vs. "skeptics"	188	Ed Poor	20030124185821	0	0	22127	616322	3yweio7otfpe7pxl70jw1os1d12svxo
616379	5042951	0	most scientists Ed	62	Mav	20030124191556	0	0	22131	616370	7zuiph6tnghd5oqoylup26k4ulo8gxv
616398	5042951	0	sp	2954	Heron	20030124191916	1	0	22129	616379	4h46pvdyjhujs4z2bf0fe9qhupkvg6r
616406	5042951	0	Mav, I'm not picking a fight, but...	188	Ed Poor	20030124192559	0	0	22482	616398	e2ijr3n22wdsl745tt50uz8qbsci2iy
616448	5042951	0	sp	2954	Heron	20030124192930	1	0	22477	616406	a76zolol63r5tvd9j4bvu1h2obtcst4
616477	5042951	0	Tim Wirth admitted ulterior motives for exploiting the global warming issue.	188	Ed Poor	20030124194622	0	0	22586	616448	s2la4ophh71abstyo8dycqfs7pysvcq
616493	5042951	0	specialists should come before non-specialists	2886	Graft	20030124200242	0	0	22586	616477	c5lsp8rw3uo1a82h3u3ee4j9rywpm44
616757	5042951	0	see talk	98	Slrubenstein	20030124201450	0	0	22262	616493	h2i5uuv2ruvkdcxt24a97hye0rtjdei
616762	5042951	0	intro now makes clear causality, impact and response issues which make the science so complicated, mentions insurance vs. oil standoff	0	142.177.103.17	20030124214700	0	0	0	616757	phoiac9h4m842xq45sp7s6u21eteeq1
616794	5042951	0	something's wrong with edit script, this is the intended text	0	142.177.103.17	20030124214811	0	0	23203	616762	e8py67t315athzczxbaiu7hvqg7cr86
616895	5042951	0	restore of the end of the article; this page is getting too bif for some browsers to edit	62	Mav	20030124215558	0	0	23513	616794	i7jhqsaijtb0eeaq9srmrshemsojcdi
616908	5042951	0	neutralized a bit, added argument for action regardless of science, etc.	0	142.177.93.97	20030124222655	0	0	25734	616895	rm3xvx3bc28u5turmy95y91lbj3lyxe
623635	5042951	0	typo, link	0	142.177.93.97	20030124222953	0	0	25769	616908	mye34abkif628ns7mqwnydy6hstr57a
623653	5042951	0		0	165.121.141.253	20030127143535	0	0	26226	623635	mawwnofzilh7mgbieeael36hlpl4gqj
631553	5042951	0	sp	2954	Heron	20030127150022	1	0	26225	623653	bbu80qbgs2qunr8z00zd9rzb36leim2
631567	5042951	0	moved some content on the controversy to [[kyoto protocol]]	5862	MartinHarper	20030130181539	0	0	24905	631553	3514f03de8c2jsqyz1wc23vberox3c5
634423	5042951	0	moved bush's quote to [[global warming]]	5862	MartinHarper	20030130182113	0	0	24100	631567	gdgatf9ck32f0ca6dvx8s5tbj6bty6a
635399	5042951	0	some rephrasing of first parts, please check for npov	52	Eloquence	20030201001911	0	0	24109	634423	l67zysuez5f1090d46wc4hgf4hvinxt
635402	5042951	0		31	The Cunctator	20030201145346	1	0	24119	635399	sr6y17spnzwde1ajt6ug964hznytiyk
637600	5042951	0	linking greenhouse gases.	31	The Cunctator	20030201145515	1	0	24119	635402	la3wsg9f6kzg16l10641z0uznhiheay
637602	5042951	0		6438	Sheldon Rampton	20030202083858	0	0	25377	637600	iei31jv4qxckmggstjq3md52kst07e2
640406	5042951	0		6438	Sheldon Rampton	20030202084234	1	0	25447	637602	15zs4ngglubnc8kh0s428vbbjtjb9lt
640432	5042951	0	Tightened up section on kyoto protocol, plus UNFCCC	5862	MartinHarper	20030203151725	0	0	24726	640406	r7r735lmsxst90gu05lrk6qt4m84hbl
642342	5042951	0	Add BBC News link	5862	MartinHarper	20030203154302	1	0	24856	640432	gb5b4t7jh749m2ihm9dvxlys0mmtqsl
642389	5042951	0	Moving statements imputing "increasing" scientific certainty of GW hypothesis to talk, replacing with proven solar activity theory	188	Ed Poor	20030204213122	0	0	24699	642342	p4jujjvmw57na7qiddo2jldj769mri3
642401	5042951	0	scientists like Lindzen of the NAS deny the "consensus" claims	188	Ed Poor	20030204214945	0	0	25255	642389	gpoqj0kd4bicnmzsrgrb8k7x165oh3o
642428	5042951	0	The number of scientists refuting global warming is growing	188	Ed Poor	20030204215616	0	0	25329	642401	hfx9yggvd4rdoi5a5k3pws892e7zd42
642439	5042951	0	adding deleted paragraph	98	Slrubenstein	20030204221005	0	0	25750	642428	hxeo5uuphc6mjohnfq8zpk67o9tc3xk
642442	5042951	0	We've been over this before Ed; restore of first para	62	Mav	20030204221413	0	0	26062	642439	5taabpx984p3dbzpz5ppkhme623qb2u
644124	5042951	0	opps! Sl already re-added it	62	Mav	20030204221628	1	0	25489	642442	irc1lmnix80ccxpjh5oa266fak23y2t
644126	5042951	0	revised discussion of [[global warming skepticism]]	6438	Sheldon Rampton	20030205135942	0	0	25321	644124	lskmsd3mqw8emyi9t0nbhk2lh4iczj9
644841	5042951	0	fixed typo	6438	Sheldon Rampton	20030205140043	1	0	25322	644126	obdmu1o2oeq5uqwda5wr26ib9avgewa
644854	5042951	0	20th century saw both warming and cooling -- no one disputes that, do they mav or Sheldon? It's only the causes that are at issue	188	Ed Poor	20030205203554	0	0	25417	644841	ifmnwp7mr0sgntiqy3pme7z9ghjxcs1
644868	5042951	0	NAS reversed its "looming ice age" theory to back "global warming" theory a mere 20 years later!	188	Ed Poor	20030205204201	0	0	25610	644854	owlon1qqkymemsj4v4lj411jj6jmlpc
