revision_id	section_name
1871436	temperature records
1947022	abstract
1947022	climate models
1947022	the intergovernmental panel on climate change
1972240	temperature records
1993181	abstract
2001582	see also
2047339	conservative-affiliated
2047339	educational
2047339	environmentalist
2047339	independent (or receives too little support to constitute "sponsorship")
2047339	industry-sponsored
2047339	references
2047339	scientific
2047339	see also
2047339	[[united nations]]
2070873	abstract
2167584	conservative-affiliated
2262197	abstract
2262197	see also
2292175	independent (or receives too little support to constitute "sponsorship")
2292241	independent (or receives too little support to constitute "sponsorship")
2293790	independent (or receives too little support to constitute "sponsorship")
2295407	independent (or receives too little support to constitute "sponsorship")
2295407	temperature records
2296189	abstract
2296189	climate models
2296189	conservative-affiliated
2296189	educational
2296189	environmentalist
2296189	evidence against a current warming period
2296189	evidence for a current warming period
2296189	independent (or receives too little support to constitute "sponsorship")
2296189	industry-sponsored
2296189	potential effects
2296189	scientific
2296189	scientific opinion
2296189	see also
2296189	temperature records
2296189	the greenhouse gas theory
2296189	the intergovernmental panel on climate change
2296189	the solar variation theory
2296189	the [[kyoto protocol]]
2296189	[[historical temperature record]]
2296189	[[united nations]]
2296420	abstract
2296420	climate models
2296420	conservative-affiliated
2296420	educational
2296420	environmentalist
2296420	evidence against a current warming period
2296420	evidence for a current warming period
2296420	independent (or receives too little support to constitute "sponsorship")
2296420	industry-sponsored
2296420	potential effects
2296420	scientific
2296420	scientific opinion
2296420	see also
2296420	temperature records
2296420	the greenhouse gas theory
2296420	the intergovernmental panel on climate change
2296420	the solar variation theory
2296420	the [[kyoto protocol]]
2296420	[[historical temperature record]]
2296420	[[united nations]]
2298683	abstract
2298683	climate models
2298683	conservative-affiliated
2298683	educational
2298683	environmentalist
2298683	evidence against a current warming period
2298683	evidence for a current warming period
2298683	independent (or receives too little support to constitute "sponsorship")
2298683	industry-sponsored
2298683	potential effects
2298683	scientific
2298683	scientific opinion
2298683	see also
2298683	temperature records
2298683	the greenhouse gas theory
2298683	the intergovernmental panel on climate change
2298683	the solar variation theory
2298683	the [[kyoto protocol]]
2298683	[[historical temperature record]]
2298683	[[united nations]]
2302253	abstract
2302253	climate models
2302253	conservative-affiliated
2302253	educational
2302253	environmentalist
2302253	evidence against a current warming period
2302253	evidence for a current warming period
2302253	independent (or receives too little support to constitute "sponsorship")
2302253	industry-sponsored
2302253	potential effects
2302253	scientific
2302253	scientific opinion
2302253	see also
2302253	temperature records
2302253	the greenhouse gas theory
2302253	the intergovernmental panel on climate change
2302253	the solar variation theory
2302253	the [[kyoto protocol]]
2302253	[[historical temperature record]]
2302253	[[united nations]]
2313445	see also
2316221	temperature records
2324406	temperature records
2332019	see also
2362330	abstract
2362330	climate models
2362330	conservative-affiliated
2362330	educational
2362330	environmentalist
2362330	evidence against a current warming period
2362330	evidence for a current warming period
2362330	independent (or receives too little support to constitute "sponsorship")
2362330	industry-sponsored
2362330	potential effects
2362330	scientific
2362330	scientific opinion
2362330	see also
2362330	temperature records
2362330	the greenhouse gas theory
2362330	the intergovernmental panel on climate change
2362330	the solar variation theory
2362330	the [[kyoto protocol]]
2362330	[[historical temperature record]]
2362330	[[united nations]]
2400019	abstract
2400019	climate models
2400019	conservative-affiliated
2400019	educational
2400019	environmentalist
2400019	evidence against a current warming period
2400019	evidence for a current warming period
2400019	independent (or receives too little support to constitute "sponsorship")
2400019	industry-sponsored
2400019	potential effects
2400019	scientific
2400019	scientific opinion
2400019	see also
2400019	temperature records
2400019	the greenhouse gas theory
2400019	the intergovernmental panel on climate change
2400019	the solar variation theory
2400019	the [[kyoto protocol]]
2400019	[[historical temperature record]]
2400019	[[united nations]]
2414019	see also
2437017	abstract
2437017	others
2437017	potential effects
2437017	scientific opinion
2437017	see also
2437017	temperature records
2437017	the greenhouse gas theory
2437017	theories to explain temperature change
2468238	independent (or receives too little support to constitute "sponsorship")
2519332	antarctic cooling
2560872	conservative-affiliated
2560872	environmentalist
2560872	industry-sponsored
2604577	industry-sponsored
2609279	climate models
2642302	antarctic cooling
2642302	climate models
2648274	the greenhouse gas theory
2709102	antarctic cooling
2709102	evidence against a current warming period
2709102	evidence for a current warming period
2709102	[[historical temperature record]]
2735060	abstract
2735060	temperature records
2781716	abstract
2781716	temperature records
2795282	climate models
2951127	abstract
2951127	the solar variation theory
2980627	climate models
2980627	the greenhouse gas theory
2981673	the greenhouse gas theory
2993950	the greenhouse gas theory
2996542	greenhouse gas theory
2996542	solar variation theory
2996542	the greenhouse gas theory
2996542	the solar variation theory
3041989	greenhouse gas theory
3041989	solar variation theory
3219369	potential effects
3295876	potential effects
3471378	see also
3572300	abstract
3572300	jurassic global warming
3692909	abstract
3697010	abstract
3698644	potential effects
3782845	abstract
3782845	proponents and opponents
3921135	see also
3970909	temperature records
3983589	abstract
3985203	solar variation theory
3985220	solar variation theory
4001377	independent (or receives too little support to constitute "sponsorship")
4001399	abstract
4001399	climate models
4001399	conservative-affiliated
4001399	educational
4001399	environmentalist
4001399	greenhouse gas theory
4001399	independent (or receives too little support to constitute "sponsorship")
4001399	industry-sponsored
4001399	jurassic global warming
4001399	others
4001399	potential effects
4001399	proponents and opponents
4001399	scientific
4001399	scientific opinion
4001399	see also
4001399	solar variation theory
4001399	temperature records
4001399	the intergovernmental panel on climate change
4001399	the [[kyoto protocol]]
4001399	theories to explain temperature change
4001399	[[historical temperature record]]
4001399	[[united nations]]
4001424	abstract
4001424	climate models
4001424	conservative-affiliated
4001424	educational
4001424	environmentalist
4001424	greenhouse gas theory
4001424	independent (or receives too little support to constitute "sponsorship")
4001424	industry-sponsored
4001424	jurassic global warming
4001424	others
4001424	potential effects
4001424	proponents and opponents
4001424	scientific
4001424	scientific opinion
4001424	see also
4001424	solar variation theory
4001424	temperature records
4001424	the intergovernmental panel on climate change
4001424	the [[kyoto protocol]]
4001424	theories to explain temperature change
4001424	[[historical temperature record]]
4001424	[[united nations]]
4001453	abstract
4001453	climate models
4001453	conservative-affiliated
4001453	educational
4001453	environmentalist
4001453	greenhouse gas theory
4001453	independent (or receives too little support to constitute "sponsorship")
4001453	industry-sponsored
4001453	jurassic global warming
4001453	others
4001453	potential effects
4001453	proponents and opponents
4001453	scientific
4001453	scientific opinion
4001453	see also
4001453	solar variation theory
4001453	temperature records
4001453	the intergovernmental panel on climate change
4001453	the [[kyoto protocol]]
4001453	theories to explain temperature change
4001453	[[historical temperature record]]
4001453	[[united nations]]
4001531	abstract
4001531	climate models
4001531	conservative-affiliated
4001531	educational
4001531	environmentalist
4001531	greenhouse gas theory
4001531	independent (or receives too little support to constitute "sponsorship")
4001531	industry-sponsored
4001531	jurassic global warming
4001531	others
4001531	potential effects
4001531	proponents and opponents
4001531	scientific
4001531	scientific opinion
4001531	see also
4001531	solar variation theory
4001531	temperature records
4001531	the intergovernmental panel on climate change
4001531	the [[kyoto protocol]]
4001531	theories to explain temperature change
4001531	[[historical temperature record]]
4001531	[[united nations]]
4022617	abstract
4022617	climate models
4022617	conservative-affiliated
4022617	educational
4022617	environmentalist
4022617	greenhouse gas theory
4022617	independent (or receives too little support to constitute "sponsorship")
4022617	industry-sponsored
4022617	jurassic global warming
4022617	others
4022617	potential effects
4022617	proponents and opponents
4022617	scientific
4022617	scientific opinion
4022617	see also
4022617	solar variation theory
4022617	temperature records
4022617	the intergovernmental panel on climate change
4022617	the [[kyoto protocol]]
4022617	theories to explain temperature change
4022617	[[historical temperature record]]
4022617	[[united nations]]
4429636	abstract
4429636	climate models
4429636	conservative-affiliated
4429636	educational
4429636	environmentalist
4429636	greenhouse gas theory
4429636	independent (or receives too little support to constitute "sponsorship")
4429636	industry-sponsored
4429636	jurassic global warming
4429636	others
4429636	potential effects
4429636	proponents and opponents
4429636	scientific
4429636	scientific opinion
4429636	see also
4429636	solar variation theory
4429636	temperature records
4429636	the intergovernmental panel on climate change
4429636	the [[kyoto protocol]]
4429636	theories to explain temperature change
4429636	[[historical temperature record]]
4429636	[[united nations]]
4493612	independent (or receives too little support to constitute "sponsorship")
4511588	abstract
4513448	independent (or receives too little support to constitute "sponsorship")
4519149	independent (or receives too little support to constitute "sponsorship")
4519149	industry-sponsored
4620570	see also
4651779	abstract
4651779	terminology
4651779	twentieth century temperature trends
4653023	abstract
4653023	terminology
4653023	twentieth century temperature trends
4653222	abstract
4653222	terminology
4653222	twentieth century temperature trends
4653604	abstract
4653604	terminology
4653604	twentieth century temperature trends
4654225	abstract
4654225	terminology
4654225	twentieth century temperature trends
4654736	abstract
4654736	terminology
4654736	twentieth century temperature trends
4655226	abstract
4655226	terminology
4655226	twentieth century temperature trends
4665991	abstract
4665991	terminology
4665991	twentieth century temperature trends
4667581	abstract
4667581	terminology
4667581	twentieth century temperature trends
4669589	abstract
4669589	terminology
4669589	twentieth century temperature trends
4669906	abstract
4669906	terminology
4669906	twentieth century temperature trends
4712572	abstract
4712572	advocates of various theories
4712572	proponents and opponents
4712572	temperature trends
4712572	twentieth century temperature trends
4714520	others
4714520	theories to explain temperature change
4726995	theories to explain temperature change
4738991	abstract
4738991	advocates of various theories
4738991	newspapers and magazines
4738991	solar variation theory
4738991	theories and their advocates
4759257	abstract
4759257	temperature trends
4759257	terminology
4759257	theories and their advocates
4804745	independent (or receives too little support to constitute "sponsorship")
4804745	others
4804745	theories and their advocates
4816602	scientific
4825639	terminology
4831043	temperature trends
4849175	abstract
4849175	temperature records
4849175	temperature trends
4849175	terminology
4849175	[[historical temperature record]]
4850087	abstract
4850087	terminology
4897294	theories and their advocates
4899619	educational
4900196	educational
4908778	temperature records
4913333	temperature records
4989678	environmentalist
5024538	see also
5025111	newspapers and magazines
5035303	newspapers and magazines
5055232	theories and criticisms
5055232	theories and their advocates
5062564	temperature records
5062564	theories and criticisms
5065039	theories and criticisms
5065616	terminology
5065616	theories and criticisms
5065687	terminology
5065687	theories and criticisms
5065700	terminology
5065700	theories and criticisms
5065735	terminology
5065735	theories and criticisms
5065870	terminology
5065870	theories and criticisms
5067546	climate models
5067546	solar variation theory
5067546	the kyoto protocol
5067546	the [[kyoto protocol]]
5068002	climate models
5068002	solar variation theory
5077701	climate models
5077701	solar variation theory
5080685	independent (or receives too little support to constitute "sponsorship")
5084694	climate models
5084694	independent (or receives too little support to constitute "sponsorship")
5084694	newspapers and magazines
5084694	newspapers, magazines and broadcasts
5084694	solar variation theory
5084722	climate models
5084722	independent (or receives too little support to constitute "sponsorship")
5084722	newspapers and magazines
5084722	newspapers, magazines and broadcasts
5084722	solar variation theory
5084771	climate models
5084771	independent (or receives too little support to constitute "sponsorship")
5084771	newspapers and magazines
5084771	newspapers, magazines and broadcasts
5084771	solar variation theory
5084801	climate models
5084801	independent (or receives too little support to constitute "sponsorship")
5084801	newspapers and magazines
5084801	newspapers, magazines and broadcasts
5084801	solar variation theory
5084831	climate models
5084831	independent (or receives too little support to constitute "sponsorship")
5084831	newspapers and magazines
5084831	newspapers, magazines and broadcasts
5084831	solar variation theory
5084876	climate models
5084876	independent (or receives too little support to constitute "sponsorship")
5084876	newspapers and magazines
5084876	newspapers, magazines and broadcasts
5084876	solar variation theory
5084929	climate models
5084929	independent (or receives too little support to constitute "sponsorship")
5084929	newspapers and magazines
5084929	newspapers, magazines and broadcasts
5084929	solar variation theory
5099631	solar variation theory
5099693	theories and criticisms
5100573	temperature records
5100656	abstract
5102398	conservative-affiliated
5102398	newspapers, magazines and broadcasts
5102398	solar variation theory
5102398	temperature records
5102491	theories and criticisms
5103010	theories and criticisms
5103027	theories and criticisms
5116970	"the balance of evidence suggests a discernible human influence on global climate"
5116970	"we can say for certain that global warming is a process already underway."
5116970	scientific opinion
5122874	solar variation theory
5122874	temperature records
5126892	other
5129816	abstract
5143962	abstract
5147852	potential effects
5147852	scientific
5151066	temperature records
5252037	"the balance of evidence suggests a discernible human influence on global climate"
5252037	"we can say for certain that global warming is a process already underway."
5252037	abstract
5252037	scientific opinion
5252037	temperature records
5252037	theories and criticisms
5310316	see also
5320531	potential effects
5332580	theories and criticisms
5482135	abstract
5482135	terminology
5516613	scientific opinion
5516613	theories to explain temperature change
5575022	educational
5581046	abstract
5581046	independent (or receives too little support to constitute "sponsorship")
5581046	other
5581046	see also
5583476	abstract
5583476	independent (or receives too little support to constitute "sponsorship")
5583476	other
5583476	see also
5583535	abstract
5583535	climate models
5583535	conservative-affiliated
5583535	educational
5583535	environmentalist
5583535	greenhouse gas theory
5583535	independent (or receives too little support to constitute "sponsorship")
5583535	industry-sponsored
5583535	jurassic global warming
5583535	newspapers, magazines and broadcasts
5583535	others
5583535	potential effects
5583535	scientific
5583535	scientific opinion
5583535	solar variation theory
5583535	temperature records
5583535	the intergovernmental panel on climate change
5583535	the kyoto protocol
5583535	theories and criticisms
5583535	theories to explain temperature change
5583535	[[united nations]]
5583547	abstract
5583547	climate models
5583547	conservative-affiliated
5583547	educational
5583547	environmentalist
5583547	greenhouse gas theory
5583547	independent (or receives too little support to constitute "sponsorship")
5583547	industry-sponsored
5583547	jurassic global warming
5583547	newspapers, magazines and broadcasts
5583547	others
5583547	potential effects
5583547	scientific
5583547	scientific opinion
5583547	solar variation theory
5583547	temperature records
5583547	the intergovernmental panel on climate change
5583547	the kyoto protocol
5583547	theories and criticisms
5583547	theories to explain temperature change
5583547	[[united nations]]
5622344	abstract
5622344	independent (or receives too little support to constitute "sponsorship")
5622344	other
5622344	see also
5696478	abstract
5696478	independent (or receives too little support to constitute "sponsorship")
5696478	other
5696478	see also
5740307	abstract
5740307	independent (or receives too little support to constitute "sponsorship")
5740307	industry-sponsored
5771715	see also
5813001	other
5813197	independent (or receives too little support to constitute "sponsorship")
5825286	independent (or receives too little support to constitute "sponsorship")
5825286	other
5825286	scientific
5906266	newspapers, magazines and broadcasts
5906266	newspapers, magazines, and broadcasts
5908732	abstract
5908732	greenhouse gas theory
5908732	jurassic global warming
5908732	potential effects
5908732	theories and criticisms
6003061	abstract
6003061	greenhouse gas theory
6003061	solar variation theory
6003061	theories and criticisms
6128947	scientific opinion
6144217	scientific opinion
6188838	solar variation theory
6290244	greenhouse gas theory
6321925	theories and criticisms
6352603	see also
6357877	see also
6360013	see also
6388936	see also
6412159	other
6526189	scientific
6544381	conservative-affiliated
6596883	newspapers, magazines, and broadcasts
6648462	industry-sponsored
6656838	environmentalist
6765310	abstract
6765310	scientific opinion
6765310	see also
6765310	temperature records
6765310	the intergovernmental panel on climate change
6765310	the kyoto protocol
6765310	the relation between global warming and ozone depletion
6765486	scientific opinion
6765486	theories and criticisms
6807290	scientific opinion
6807290	theories and criticisms
6977513	others
7027465	greenhouse gas theory
7168852	educational
7168922	abstract
7169163	see also
7169827	abstract
7169827	see also
7182770	see also
7463197	scientific
7465047	see also
7465173	[[united nations]]
7465383	[[united nations]]
7471853	scientific
7471853	[[united nations]]
7527242	see also
7529889	solar variation theory
7530445	solar variation theory
7532345	solar variation theory
7557245	abstract
7569218	see also
7569306	abstract
7749148	see also
7751179	solar variation theory
7956749	see also
7957833	potential effects
7957833	temperature records
7958185	potential effects
7958185	temperature records
7965766	scientific opinion
7965791	scientific opinion
7965830	abstract
7965830	climate models
7965830	educational
7965830	environmentalist
7965830	greenhouse gas theory
7965830	jurassic global warming
7965830	newspapers, magazines, and broadcasts
7965830	others
7965830	potential effects
7965830	scientific
7965830	scientific opinion
7965830	solar variation theory
7965830	temperature records
7965830	the relation between global warming and ozone depletion
7965830	theories and criticisms
7965830	theories to explain temperature change
7965830	[[united nations]]
7997981	abstract
7997981	climate models
7997981	educational
7997981	environmentalist
7997981	greenhouse gas theory
7997981	jurassic global warming
7997981	newspapers, magazines, and broadcasts
7997981	others
7997981	potential effects
7997981	scientific
7997981	scientific opinion
7997981	solar variation theory
7997981	temperature records
7997981	the relation between global warming and ozone depletion
7997981	theories and criticisms
7997981	theories to explain temperature change
7997981	[[united nations]]
7997990	conservative-affiliated
7997990	educational
7997990	environmentalist
7997990	independent (or receives too little support to constitute "sponsorship")
7997990	industry-sponsored
7997990	newspapers, magazines, and broadcasts
7997990	other
7997990	potential effects
7997990	scientific
7997990	see also
7997990	the relation between global warming and ozone depletion
7997990	theories and criticisms
7997990	[[united nations]]
7998100	conservative-affiliated
7998100	educational
7998100	environmentalist
7998100	independent (or receives too little support to constitute "sponsorship")
7998100	industry-sponsored
7998100	newspapers, magazines, and broadcasts
7998100	other
7998100	potential effects
7998100	scientific
7998100	see also
7998100	the relation between global warming and ozone depletion
7998100	theories and criticisms
7998100	[[united nations]]
8000023	climate models
8000023	conservative-affiliated
8000023	educational
8000023	environmentalist
8000023	independent (or receives too little support to constitute "sponsorship")
8000023	industry-sponsored
8000023	jurassic global warming
8000023	newspapers, magazines, and broadcasts
8000023	other
8000023	potential effects
8000023	scientific
8000023	see also
8000023	the relation between global warming and ozone depletion
8000023	theories and criticisms
8000023	[[united nations]]
8099701	climate models
8099701	conservative-affiliated
8099701	educational
8099701	environmentalist
8099701	independent (or receives too little support to constitute "sponsorship")
8099701	industry-sponsored
8099701	jurassic global warming
8099701	newspapers, magazines, and broadcasts
8099701	other
8099701	potential effects
8099701	scientific
8099701	see also
8099701	the relation between global warming and ozone depletion
8099701	theories and criticisms
8099701	[[united nations]]
8113256	other
8190252	other
8205105	scientific
8209371	educational
8209371	other
8214017	educational
8214114	educational
8214114	environmentalist
8241386	conservative-affiliated
8241386	external links
8241386	scientific
8302732	abstract
8302732	external links
8302732	references
8332646	scientific opinion
8333365	abstract
8333365	external links
8333365	references
8333365	scientific
8334981	scientific opinion
8338278	abstract
8338278	external links
8338278	references
8338278	scientific
8357374	abstract
8357374	see also
8361024	abstract
8361024	external links
8361024	references
8361024	scientific
8373852	abstract
8390408	external links
8390408	references
8390408	scientific
8426631	external links
8427675	temperature records
8427675	the mole people are here to stay
8467494	temperature records
8467494	the mole people are here to stay
8517099	newspapers, magazines, and broadcasts
8522695	see also
8527818	solar variation theory
8528698	abstract
8529617	abstract
8529617	greenhouse gas theory
8529617	others
8530645	newspapers, magazines, and broadcasts
8530720	abstract
8532512	greenhouse gas theory
8532512	others
8532663	abstract
8532663	scientific opinion
8534671	abstract
8534705	abstract
8534988	abstract
8536426	abstract
8553242	abstract
8568796	abstract
8600114	abstract
8692265	abstract
8716434	greenhouse gas theory
8765824	greenhouse gas theory
8842793	greenhouse gas theory
8842793	potential effects
8927007	abstract
8927007	greenhouse gas theory
8930732	newspapers, magazines, and broadcasts
9035514	other
9060502	potential effects
9123851	potential effects
9145169	other
9146587	other
9146924	headline text
9146924	others
9146924	scientific opinion
9146924	solar variation theory
9165188	headline text
9165188	others
9165188	scientific opinion
9165188	solar variation theory
9202679	solar variation theory
9345657	the relation between global warming and global dimming
9348187	the relation between global warming and global dimming
9356483	environmentalist
9356723	the relation between global warming and global dimming
9366571	the relation between global warming and global dimming
9380557	greenhouse gas theory
9390828	feedback mechanisms
9406662	feedback mechanisms
9430871	solar variation theory
9454558	the relation between global warming and ozone depletion
9454558	theories and criticisms
9485792	abstract
9489410	abstract
9490619	abstract
9491836	abstract
9498647	abstract
9500736	abstract
9503536	abstract
9503937	abstract
9504411	abstract
9512566	abstract
9512566	scientific opinion
9525381	abstract
9525381	scientific opinion
9533142	abstract
9570052	jurassic global warming
9570052	other global warmings
9581497	potential effects
9584985	abstract
9592374	abstract
9596110	external links
9596110	temperature records
9609681	abstract
9610816	newspapers, magazines, and broadcasts
9619768	abstract
9619768	temperature records
9622958	abstract
9622958	newspapers, magazines, and broadcasts
9622958	temperature records
9623172	abstract
9623172	newspapers, magazines, and broadcasts
9623172	temperature records
9624359	environmentalist
9624622	abstract
9624779	abstract
9625702	greenhouse gas theory
9638554	abstract
9641520	abstract
9641859	abstract
9641859	greenhouse gas theory
9641859	potential effects
9641983	abstract
9641983	greenhouse gas theory
9641983	potential effects
9642471	abstract
9642471	greenhouse gas theory
9642471	potential effects
9642640	see also
9643224	abstract
9643224	greenhouse gas theory
9643224	potential effects
9643224	see also
9643385	greenhouse gas theory
9643385	potential effects
9649100	greenhouse gas theory
9649100	potential effects
9669012	abstract
9672309	abstract
9685032	potential effects
9721621	temperature records
9722802	temperature records
9723741	temperature records
9726661	abstract
9726665	abstract
9730184	abstract
9733794	abstract
9733794	temperature records
9733926	temperature records
9735031	temperature records
9735781	temperature records
9739722	greenhouse gas theory
9739762	temperature records
9740880	temperature records
9751753	abstract
9756670	abstract
9761163	temperature records
9762539	temperature records
9763364	temperature records
9766197	temperature records
9766404	abstract
9766404	temperature records
9766625	abstract
9766625	temperature records
9766752	temperature records
9766788	temperature records
9767065	temperature records
9773366	temperature records
9773629	temperature records
9792969	temperature records
9793134	temperature records
9802387	temperature records
9802615	newspapers, magazines, and broadcasts
9802760	temperature records
9807698	temperature records
9821308	other
9821740	temperature records
9824273	temperature records
9824480	temperature records
9831210	temperature records
9832760	temperature records
9834072	temperature records
9835645	temperature records
9836033	temperature records
9836735	temperature records
9848369	temperature records
9849456	other theories
9849456	others
9849456	potential effects
9849456	temperature records
9849456	theories and criticisms
9853540	abstract
9854502	abstract
9854502	temperature records
9856092	temperature records
9857066	temperature records
9857714	temperature records
9860125	temperature records
9865722	abstract
9868089	abstract
9868164	temperature records
9870424	see also
9877014	temperature records
9885892	abstract
9894105	temperature records
9894421	abstract
9899483	abstract
9908757	abstract
9908757	temperature records
9908781	abstract
9908781	temperature records
9908817	abstract
9908817	temperature records
9913196	abstract
9913196	temperature records
9915235	abstract
9915235	temperature records
9915533	abstract
9919173	abstract
9919173	temperature records
9934434	temperature records
9934758	abstract
9934758	temperature records
9936285	abstract
9951153	abstract
9956880	abstract
9957175	abstract
9967258	abstract
9974220	abstract
9974539	solar variation theory
9984760	other global warmings
9996816	solar variation theory
9997364	abstract
10000461	abstract
10005240	abstract
10007058	abstract
10024105	other
10027817	external links
10027817	other
10041298	external links
10041298	newspapers, magazines, and broadcasts
10058764	potential effects
10078171	potential effects
10078336	potential effects
10079359	potential effects
10087660	potential effects
10098088	potential effects
10101570	carbon dioxide "production"
10101570	external links
10101570	scientific
10105630	potential effects
10106884	potential effects
10111625	potential effects
10114996	temperature records
10123668	temperature records
10126659	potential effects
10129038	potential effects
10129910	potential effects
10129910	temperature records
10141005	potential effects
10141005	temperature records
10142801	potential effects
10150896	more extreme weather
10150896	possible positive effects
10150896	potential effects
10150896	sea level rise
10150896	spread of disease
10150896	stop of drift
10157481	sea level rise
10158422	sea level rise
10158422	stop of drift
10159032	sea level rise
10159032	stop of drift
10164488	sea level rise
10164488	stop of drift
10164928	sea level rise
10186070	sea level rise
10194463	greenhouse gas theory
10197739	temperature records
10198443	temperature records
10200502	temperature records
10201152	abstract
10202584	abstract
10219779	temperature records
10228991	temperature records
10229638	temperature records
10326973	temperature records
10327727	abstract
10327727	temperature records
10327756	abstract
10327756	carbon dioxide "production"
10327756	climate models
10327756	conservative-affiliated
10327756	educational
10327756	environmentalist
10327756	external links
10327756	greenhouse gas theory
10327756	independent (or receives too little support to constitute "sponsorship")
10327756	industry-sponsored
10327756	more extreme weather
10327756	newspapers, magazines, and broadcasts
10327756	other
10327756	other global warmings
10327756	other theories
10327756	possible positive effects
10327756	potential effects
10327756	references
10327756	scientific
10327756	scientific opinion
10327756	sea level rise
10327756	see also
