article_id	talk_page_id	talk_page	thread_id	thread_title
1038280	36514796	Talk:Climate_engineering/Archive_1	134	== Copy from http://www.zimbio.com/ ==
1038280	36514796	Talk:Climate_engineering/Archive_1	139	== Confusing terminology - Geoengineering is more than only climate engineering ==
1038280	36514796	Talk:Climate_engineering/Archive_1	142	== Isn't the addition of [[Weather]] to Portal box|Energy|Weather ... &quot;obvious&quot;? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	148	== What in the World are they Spraying ==
1038280	36514796	Talk:Climate_engineering/Archive_1	153	== Add [http://www.guardian.co.uk/environment/2011/jun/13/geoengineering-research-guidelines Global warming crisis may mean world has to suck greenhouse gases from air] ? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	156	== Add http://www.scientificamerican.com/article.cfm?id=at-un-convention-groups-push ==
1038280	36514796	Talk:Climate_engineering/Archive_1	159	== Add http://www.reuters.com/article/2010/10/21/us-geoengineering-idUSTRE69K18320101021 ==
1038280	36514796	Talk:Climate_engineering/Archive_1	161	== Clarify groups.google.com with [[Google Groups]] ==
1038280	36514796	Talk:Climate_engineering/Archive_1	167	== Add SPICE? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	169	== Why was [[Arctic geoengineering]] removed? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	171	== potential resource ==
1038280	36514796	Talk:Climate_engineering/Archive_1	173	== Futher Reading, (book review) resource? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	175	== Why isn't this included? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	177	== Resource ==
1038280	36514796	Talk:Climate_engineering/Archive_1	179	== Resource with internal links ==
1038280	36514796	Talk:Climate_engineering/Archive_1	181	== wp location? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	183	== rv Edit as this is more constructive of previously lost material, fyi ==
1038280	36514796	Talk:Climate_engineering/Archive_1	188	== A reference to geo-engineering? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	191	== Why was this removed? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	194	== Here or more specific article or both? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	196	== &quot;the only known method&quot; ? ? ? ==
1038280	36514796	Talk:Climate_engineering/Archive_1	200	== Greenhouse gas remediation vs SRM ==
1038280	36514796	Talk:Climate_engineering/Archive_1	204	== The Global March Against Chemtrails and Geoengineering ==
1038280	36514796	Talk:Climate_engineering/Archive_1	206	== Lead section ==
1038280	36514796	Talk:Climate_engineering/Archive_1	209	== Article is not balanced ==
1038280	36514796	Talk:Climate_engineering/Archive_1	211	== Move/ rename ==
1038280	40433305	Talk:Climate_engineering/Archive_2	217	== Requested move 20:13, 26 July 2013 (UTC) ==
1038280	40433305	Talk:Climate_engineering/Archive_2	221	===Survey===
1038280	40433305	Talk:Climate_engineering/Archive_2	229	===Discussion===
1038280	40433305	Talk:Climate_engineering/Archive_2	232	== Add new Geoengineering talk page ==
1038280	40433305	Talk:Climate_engineering/Archive_2	234	== First sentence ==
1038280	40433305	Talk:Climate_engineering/Archive_2	240	== Proposal to undo recent move/rename ==
1038280	40433305	Talk:Climate_engineering/Archive_2	247	== &quot;65 million years of climate change&quot; ==
1038280	20921681	Talk:Climate_engineering	250	== Governance ==
1038280	20921681	Talk:Climate_engineering	252	==Proposed strategies==
1038280	20921681	Talk:Climate_engineering	254	== Reference ==
1038280	20921681	Talk:Climate_engineering	256	==CIA Sponsored Programs==
23423413	23423413	Talk:History_of_climate_change_science	261	== General ==
23423413	23423413	Talk:History_of_climate_change_science	263	== Erratic photo ==
23423413	23423413	Talk:History_of_climate_change_science	271	==Problems with this article==
23423413	23423413	Talk:History_of_climate_change_science	281	==Sources==
23423413	23423413	Talk:History_of_climate_change_science	285	==Climategate==
23423413	23423413	Talk:History_of_climate_change_science	290	== In the early 1800's ==
23423413	23423413	Talk:History_of_climate_change_science	295	== Text donation ==
23423413	23423413	Talk:History_of_climate_change_science	298	== Prior to the 1700s, scientists had not suspected that prehistoric climates were different from the modern period.  ==
23423413	23423413	Talk:History_of_climate_change_science	300	== THSI ==
23423413	23423413	Talk:History_of_climate_change_science	304	== Broecker (1975) ==
23423413	23423413	Talk:History_of_climate_change_science	307	== Article assessment ==
23423413	23423413	Talk:History_of_climate_change_science	312	== Proposed revision ==
23423413	23423413	Talk:History_of_climate_change_science	314	== Al Gore ==
23423413	23423413	Talk:History_of_climate_change_science	317	== David Hume ==
23423379	23423413	Talk:History_of_climate_change_science	322	== General ==
23423379	23423413	Talk:History_of_climate_change_science	324	== Erratic photo ==
23423379	23423413	Talk:History_of_climate_change_science	332	==Problems with this article==
23423379	23423413	Talk:History_of_climate_change_science	342	==Sources==
23423379	23423413	Talk:History_of_climate_change_science	346	==Climategate==
23423379	23423413	Talk:History_of_climate_change_science	351	== In the early 1800's ==
23423379	23423413	Talk:History_of_climate_change_science	356	== Text donation ==
23423379	23423413	Talk:History_of_climate_change_science	359	== Prior to the 1700s, scientists had not suspected that prehistoric climates were different from the modern period.  ==
23423379	23423413	Talk:History_of_climate_change_science	361	== THSI ==
23423379	23423413	Talk:History_of_climate_change_science	365	== Broecker (1975) ==
23423379	23423413	Talk:History_of_climate_change_science	368	== Article assessment ==
23423379	23423413	Talk:History_of_climate_change_science	373	== Proposed revision ==
23423379	23423413	Talk:History_of_climate_change_science	375	== Al Gore ==
23423379	23423413	Talk:History_of_climate_change_science	378	== David Hume ==
327311	1855016	Talk:Scientific_opinion_on_climate_change/Archive_1	383	== On the merge-with-GW ==
327311	1855016	Talk:Scientific_opinion_on_climate_change/Archive_1	393	== Eds intro ==
327311	1855016	Talk:Scientific_opinion_on_climate_change/Archive_1	410	==Bray and von Storch==
327311	1855016	Talk:Scientific_opinion_on_climate_change/Archive_1	413	== Eds Eds ==
327311	1855016	Talk:Scientific_opinion_on_climate_change/Archive_1	415	== New Articles: [[Global climate change]] and [[Climate forcings]] ==
327311	1855016	Talk:Scientific_opinion_on_climate_change/Archive_1	417	== Science 2004 ==
327311	1855016	Talk:Scientific_opinion_on_climate_change/Archive_1	439	== On adding &quot;non peer reviewed&quot; ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	444	== NREP Study ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	446	== Public opinion ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	448	== Political section? ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	458	== IPCC authors paragraph ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	490	== 1992 Gallup poll ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	500	== Peisner ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	515	== Rm IPCC intro text ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	518	== 1991 Gallup Poll, 1990 and 1992 reports ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	525	== House of Lords ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	538	== Individuals ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	540	== Lancet; from GW ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	543	== GW verses AGW ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	550	== Breaking News ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	553	==Surveys==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	570	== Recent changes ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	577	== Intro reversion ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	582	== Survey of US state climatologists ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	592	== Survey of US state climatologists section should be deleted ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	597	== What about Mars? ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	605	==Literature search==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	618	== Dissent ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	640	== New Singer para cut ==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	663	==Water Vapor, greenhouse gas, greenhouse effect et al==
327311	13104511	Talk:Scientific_opinion_on_climate_change/Archive_2	667	== Peiser again ==
327311	14713568	Talk:Scientific_opinion_on_climate_change/Archive_4	678	== Khandekar, 2007 ==
327311	14713568	Talk:Scientific_opinion_on_climate_change/Archive_4	768	=== AEB: New move by CE ===
327311	14713568	Talk:Scientific_opinion_on_climate_change/Archive_4	781	==NREP==
327311	14713568	Talk:Scientific_opinion_on_climate_change/Archive_4	784	=== National Registry of Environmental Professionals, 2006 ===
327311	14713568	Talk:Scientific_opinion_on_climate_change/Archive_4	806	==Section break - NREP and Page Criteria==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	822	== Wikiproject Earth ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	825	== Paleontological Research Institution ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	828	== Government agencies ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	835	== What, are other global warming articles based on &quot;unscientific&quot; opinion? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	841	== Statement order? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	847	== History of scientific opinion ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	851	== Conformity in the headings ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	853	== Older Surveys ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	858	== Heartland Institute dead link ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	860	== Are there currently any documented polls or surveys of scientists with knowledge of climate change, which reflect a consensus as to the extent and cause of climate change? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	883	===....take a breath....okay, Part 2===
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	905	===....take a breath....okay, Part 3===
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	924	===....take a breath....okay, Part 4===
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	932	== Is the existence of a properly run poll or survey relevant for determining whether or not a &quot;consensus&quot; of qualified scientists exist over controversial scientific issues? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	938	=== Sources, please ===
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	960	== The Text on Scientific Consensus ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	986	== Add 2008 U.S. Scientific Assessment? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	995	== International Council for Science ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	998	== American Physical Society ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1002	== Physics &amp; Society - A Forum of the American Physical Society ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1007	== Bray &amp; von Storch ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1010	== APEGGA survey ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1026	== AASC  statement no longer up to date? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1029	== Remove &quot;Scientific consensus&quot; section? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1047	== American Public Health Association? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1049	== Add National Oceanic and Atmospheric Administration (NOAA) Opinion ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1052	== Good source for learned societies ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1054	== &quot;Consensus&quot; does not mean &quot;Correct&quot; ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1070	== Water Environment Organizations? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1074	== Structure ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1079	=== Structure changes ===
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1089	== Remove IUGS and AFS? ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1091	== Bray and von Storch survey ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1096	== Danish National Space Center ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1101	== new addition removed ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1103	== Consensus?   &quot;oft-repeated assertions of a supposed ‘consensus’ among climate experts are false&quot; - 700 Qualified Endorsers of the Manhattan Declaration ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1108	== Individual Dissenters ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1113	== Japan Society of Energy and Resources ==
327311	18374123	Talk:Scientific_opinion_on_climate_change/Archive_6	1116	== U. of Chicago/Doran and Zimmerman survey ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1158	== Canada Federation of Earth Sciences? ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1175	== Add 2007 STATS/Harris poll ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1192	== External links ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1195	== This article proves that the claim of a consensus is misleading. ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1198	== Include WHO? ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1202	== &quot;Scientific Opinion&quot; is a POV title ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1228	== What is a synthesis report? ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1235	== Reorganise Intro? ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1239	== Polish geologists ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1253	=== PAS ===
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1258	== Input  requested for sandbox article, &quot;History of climate change science&quot; ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1263	== [[Consensus on climate change controversy]] ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1282	== petro geologists ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1287	== Dissent from consensus by noted scientists and IPCC contributors ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1299	== European Centre for Disease Prevention and Control ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1301	== medical associations ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1310	== 'Scientific opinion' is an oxymoron ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1334	== GSA heads up ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1336	== Introduction to introduction ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1342	== Japan Society of Energy and Resources (JSER) ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1358	== Article has been moved? ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1363	== Is it fair to assume ==
327311	23300921	Talk:Scientific_opinion_on_climate_change/Archive_7	1373	== introductory sentence ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1390	== A note about polling ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1409	== Another Idea ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1417	== Criteria for inclusion ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1439	== UCS backgrounder / Topic notability ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1445	== Surprised at POV tag ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1450	== Proposal to retitle to &quot;Climate Change Opinions&quot; ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1473	== Meta-discussion ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1510	=== Proposal 1 for the current protection. ===
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1517	== Proposal #2 ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1550	=== Motion to close ===
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1552	== GoRight: &quot;The dispute is over the exclusion of the legitimate points of view concerning &quot;the consensus&quot; which currently occurs on THIS article&quot; ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1563	== What is to be done? ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1583	== I don't have the time to participate in talk page discussions ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1594	== I had time to create a new article :-) ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1611	=== How this proposal covers this dispute ===
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1626	== Scope? ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1631	== Peer review ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1634	== Scientific Opinion linking to Opinion ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1638	== Three reverts rule? ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1643	== hatnote removal ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1666	===Third Opinion===
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1679	== add IPCC context and mission per talk? ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1713	== American Geophysical Union article ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1727	== Scientific opinion on climate change is ... ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1739	== Nongovernmental International Panel on Climate Change (NIPCC) ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1775	== Background to RfC ==
327311	25471942	Talk:Scientific_opinion_on_climate_change/Archive_10	1800	=== Request for comment ===
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1816	== Article probation ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1818	== [[List of climate scientists]] ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1827	== Royal Society statement ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1840	== Article source quality standards ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1854	==== Verifications ====
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1857	==== Validation ====
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1874	===== Validation meaning in wiki=====
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1882	== What are the criteria for Synthesis Reports ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1907	== Bray/von Storch 2003 ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1930	== Locked ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1942	== Suggest adding [[Scientific American]] link &quot;... . Their so-called &quot;consensus&quot; on global warming is scientifically irrelevant because science isn't settled by popularity.&quot; ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1948	== An addition to this, or another page? Why haven’t we rallied our collective power to solve global warning? ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1951	== Include &quot;List of ...&quot; in section headings ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1955	== IPCC to  retract remarks that climate change will melt most of the Himalayan glaciers by 2035 ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1959	== Use of an editorial as a source ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1965	== Frequently Asked Questions ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	1967	== Content Fork ==
327311	25789990	Talk:Scientific_opinion_on_climate_change/Archive_11	2055	=== Dispute Resolution ===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2065	== Off Topic Tag ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2075	== FAQ re-write ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2088	=== Principal questions/issues (some elevated from below): ===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2092	=== Additional questions ===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2094	=== Revised list of questions ===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2098	=== General comments ===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2112	== FAQ POV/NPOV ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2115	== Pointless edit ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2118	== Original research? ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2125	== Royal Society ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2133	== William K. Stevens ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2137	== NIPCC ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2163	=== Proposed formulation ===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2213	== &quot;No scientific body&quot; ==
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2265	=== AEB (AMQUA) ===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2288	===Trying to refocus===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2302	===It's a summary of part of our article per [[WP:LEDE]]===
327311	29215040	Talk:Scientific_opinion_on_climate_change/Archive_13	2309	===Straw Poll===
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2332	== Undue weight in lede &quot;For debate on scientific consensus, see [[Climate change consensus]].&quot; ... misleading. ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2337	== [[systematic review]] is not a synthesis report ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2341	== How much anthropogenic? ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2350	== FAQ #16 ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2355	== Relevance tag still needed? ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2360	== Featured Article ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2364	== Study from 2009 ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2367	== Dissent ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2383	== Citing what the scientific method is not ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2388	== Lindzen quote ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2415	== A UC Berkeley team's preliminary findings in a review of temperature data confirm global warming studies ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2420	== Opinion vs. determination ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2428	== Add  [http://www.scientificamerican.com/article.cfm?id=why-are-americans-so-ill Why Are Americans So Ill-Informed about Climate Change?] from [[Scientific American]] for comparison? ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2453	== Add LA Times resources ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2470	== Consensus is meaningless ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2487	== Reversions? ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2493	=POV=
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2499	== National Research Council ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2501	== Proposed table to clarify what the consensus is on ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2513	== Lawrence Bodenstein ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2520	== A &quot;manufactured consensus&quot;? ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2524	== Infograph - is it relevant? ==
327311	30074743	Talk:Scientific_opinion_on_climate_change/Archive_14	2532	== Picture ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2607	== Proposal of name change ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2625	== Committee of Geological Sciences of the Polish Academy of Sciences ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2681	== discussion about images in the article ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2685	== The Bray and von Storch 2003 section ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2693	== Nature of the article ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2699	== Splitting off surveys? ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2706	== Chop down on the quotes ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2712	== The body of scientific publications behind the consensus is nothing but a snowball ==
327311	34067444	Talk:Scientific_opinion_on_climate_change/Archive_15	2764	== Putting uninteresting and old surveys first ==
